This file contains the monthly mean baseline (background) methane (CH4) concentration
"measured at the Kennaook / Cape Grim Baseline Air Pollution Station (KCGBAPS), "
"located near the north-west tip of Tasmania, Australia."
"KCGBAPS is funded and managed by the Australian Bureau of Meteorology, and"
the scientific program is jointly supervised with CSIRO Oceans & Atmosphere.
Please acknowledge these two institutions if these data are used in publications or presentations.

For more information on Kennaook / Cape Grim please see:
http://www.csiro.au/greenhouse-gases/
https://www.csiro.au/en/Research/OandA/Areas/Assessing-our-climate/Greenhouse-gas-data
http://www.bom.gov.au/inside/cgbaps/

The CH4 units are parts per billion in dry air (ppb).

The most recent year of data is provided in this file on
a provisional basis only. These data may be subject to further revision. 
CSIRO & the Bureau make every effort to produce the most accurate and 
"precise measurements possible. However, they reserve the right to make"
corrections to the data based on recalibration of standard gases
or for other reasons deemed scientifically justified.
Please see the full terms & conditions at the end of this file.

Release Date: January 2025
 
YYYY,MM,DD,DATE,CH4(ppb),SD(ppb),GR(ppm/yr),Source
1985,4,15,1985.284932000000,1590.10,2.95340,14.4520,"flask"
1985,5,15,1985.367123000000,1598.06,1.91290,13.1180,"flask"
1985,6,15,1985.452055000000,1602.58,3.28280,11.3771,"flask"
1985,7,15,1985.534247000000,1610.47,4.34250,13.5381,"flask"
1985,8,15,1985.619178000000,1618.03,3.61500,17.0560,"flask"
1985,9,15,1985.704110000000,1619.54,1.88420,17.2061,"flask"
1985,10,15,1985.786301000000,1619.68,2.97610,15.3059,"flask"
1985,11,15,1985.871233000000,1615.41,3.23270,14.7990,"flask"
1985,12,15,1985.953425000000,1606.10,4.82200,16.0339,"flask"
1986,1,15,1986.038356000000,1600.18,1.75500,15.6539,"flask"
1986,2,15,1986.123288000000,1599.03,2.49990,13.9330,"flask"
1986,3,15,1986.200000000000,1599.81,2.65230,13.9099,"flask"
1986,4,15,1986.284932000000,1605.40,2.80870,13.1749,"flask"
1986,5,15,1986.367123000000,1612.86,2.76260,14.2040,"flask"
1986,6,15,1986.452055000000,1618.62,2.25480,16.8650,"flask"
1986,7,15,1986.534247000000,1626.13,3.25100,15.0690,"flask"
1986,8,15,1986.619178000000,1631.96,1.48740,12.4150,"flask"
1986,9,15,1986.704110000000,1633.45,1.56680,12.7820,"flask"
1986,10,15,1986.786301000000,1632.85,1.56920,14.8380,"flask"
1986,11,15,1986.871233000000,1629.61,2.31310,16.2101,"flask"
1986,12,15,1986.953425000000,1622.96,3.52190,14.6421,"flask"
1987,1,15,1987.038356000000,1615.24,2.49100,13.3101,"flask"
1987,2,15,1987.123288000000,1611.45,1.48680,13.4150,"flask"
1987,3,15,1987.200000000000,1612.59,1.91480,13.1080,"flask"
1987,4,15,1987.284932000000,1620.24,3.00390,13.7321,"flask"
1987,5,15,1987.367123000000,1629.07,4.04220,14.2640,"flask"
1987,6,15,1987.452055000000,1633.26,2.38840,14.4840,"flask"
1987,7,15,1987.534247000000,1639.44,3.15270,14.5160,"flask"
1987,8,15,1987.619178000000,1645.38,1.81730,10.9929,"flask"
1987,9,15,1987.704110000000,1646.56,1.53840,9.96301,"flask"
1987,10,15,1987.786301000000,1646.58,1.43020,9.95605,"flask"
1987,11,15,1987.871233000000,1643.87,3.91480,7.95093,"flask"
1987,12,15,1987.953425000000,1637.45,2.85840,9.66895,"flask"
1988,1,15,1988.038251000000,1629.76,3.11370,10.6080,"flask"
1988,2,15,1988.122951000000,1622.44,2.48250,9.70801,"flask"
1988,3,15,1988.202186000000,1622.56,3.41500,11.4220,"flask"
1988,4,15,1988.286885000000,1630.20,4.70630,11.5439,"flask"
1988,5,15,1988.368852000000,1637.02,2.59290,8.16492,"flask"
1988,6,15,1988.453552000000,1642.93,2.71540,6.26501,"flask"
1988,7,15,1988.535519000000,1650.05,2.10110,11.8230,"flask"
1988,8,15,1988.620219000000,1655.09,2.34160,20.2340,"flask"
1988,9,15,1988.704918000000,1657.98,2.07480,17.8920,"flask"
1988,10,15,1988.786885000000,1658.13,1.90990,11.9299,"flask"
1988,11,15,1988.871585000000,1652.04,3.93590,12.8781,"flask"
1988,12,15,1988.953552000000,1643.71,2.58200,14.4050,"flask"
1989,1,15,1989.038356000000,1641.58,2.93400,13.8829,"flask"
1989,2,15,1989.123288000000,1642.67,2.54390,13.4089,"flask"
1989,3,15,1989.200000000000,1640.45,2.14700,11.3370,"flask"
1989,4,15,1989.284932000000,1642.13,2.70780,10.2671,"flask"
1989,5,15,1989.367123000000,1649.90,4.02990,12.5620,"flask"
1989,6,15,1989.452055000000,1657.33,1.96550,13.1959,"flask"
1989,7,15,1989.534247000000,1663.93,2.76220,7.10205,"flask"
1989,8,15,1989.619178000000,1668.50,2.35110,1.60107,"flask"
1989,9,15,1989.704110000000,1669.32,1.94800,4.88306,"flask"
1989,10,15,1989.786301000000,1668.39,2.23080,8.86108,"flask"
1989,11,15,1989.871233000000,1664.60,2.58130,9.38000,"flask"
1989,12,15,1989.953425000000,1656.91,3.72150,8.83691,"flask"
1990,1,15,1990.038356000000,1648.69,2.51510,7.20105,"flask"
1990,2,15,1990.123288000000,1644.28,1.65150,6.26001,"flask"
1990,3,15,1990.200000000000,1645.33,1.65190,7.08203,"flask"
1990,4,15,1990.284932000000,1650.99,2.24500,8.13501,"flask"
1990,5,15,1990.367123000000,1659.28,2.93290,9.23999,"flask"
1990,6,15,1990.452055000000,1666.17,3.74740,8.76306,"flask"
1990,7,15,1990.534247000000,1671.13,2.03900,7.05798,"flask"
1990,8,15,1990.619178000000,1674.76,2.35190,8.26599,"flask"
1990,9,15,1990.704110000000,1676.40,2.45990,9.04199,"flask"
1990,10,15,1990.786301000000,1676.53,1.42630,9.14392,"flask"
1990,11,15,1990.871233000000,1673.84,2.21720,10.1310,"flask"
1990,12,15,1990.953425000000,1665.67,3.50670,9.51611,"flask"
1991,1,15,1991.038356000000,1655.74,2.45970,10.0260,"flask"
1991,2,15,1991.123288000000,1652.54,1.16050,10.7151,"flask"
1991,3,15,1991.200000000000,1654.37,1.53350,12.0759,"flask"
1991,4,15,1991.284932000000,1660.13,3.54890,17.0420,"flask"
1991,5,15,1991.367123000000,1669.41,4.68770,16.6930,"flask"
1991,6,15,1991.452055000000,1675.69,3.50220,15.0560,"flask"
1991,7,15,1991.534247000000,1681.16,2.35640,19.1169,"flask"
1991,8,15,1991.619178000000,1685.47,2.21060,19.9330,"flask"
1991,9,15,1991.704110000000,1688.47,2.04460,18.5120,"flask"
1991,10,15,1991.786301000000,1693.57,4.19610,16.5491,"flask"
1991,11,15,1991.871233000000,1690.53,3.17670,13.2520,"flask"
1991,12,15,1991.953425000000,1680.73,3.26510,13.7019,"flask"
1992,1,15,1992.038251000000,1674.86,2.99020,14.6880,"flask"
1992,2,15,1992.122951000000,1672.47,0.385900,15.0780,"flask"
1992,3,15,1992.202186000000,1672.89,1.72140,13.4370,"flask"
1992,4,15,1992.286885000000,1676.68,1.67690,4.64795,"flask"
1992,5,15,1992.368852000000,1682.66,2.33800,1.92505,"flask"
1992,6,15,1992.453552000000,1689.39,2.62160,5.67297,"flask"
1992,7,15,1992.535519000000,1695.84,2.51990,1.85498,"flask"
1992,8,15,1992.620219000000,1700.55,1.97390,-1.24597,"flask"
1992,9,15,1992.704918000000,1701.91,1.85100,0.468994,"flask"
1992,10,15,1992.786885000000,1698.22,2.33530,2.48401,"flask"
1992,11,15,1992.871585000000,1692.46,3.64720,3.39709,"flask"
1992,12,15,1992.953552000000,1686.40,2.67030,2.17700,"flask"
1993,1,15,1993.038356000000,1676.71,3.54880,0.598999,"flask"
1993,2,15,1993.123288000000,1671.23,1.62160,0.465942,"flask"
1993,3,15,1993.200000000000,1673.35,3.49840,0.567993,"flask"
1993,4,15,1993.284932000000,1679.17,2.62200,2.85205,"flask"
1993,5,15,1993.367123000000,1686.06,3.16070,4.17603,"flask"
1993,6,15,1993.452055000000,1691.56,1.73320,3.33704,"flask"
1993,7,15,1993.534247000000,1696.44,4.40550,4.94604,"flask"
1993,8,15,1993.619178000000,1701.02,1.80400,4.94897,"flask"
1993,9,15,1993.704110000000,1702.48,0.220300,2.93103,"flask"
1993,10,15,1993.786301000000,1701.07,2.34410,2.29700,"flask"
1993,11,15,1993.871233000000,1696.63,2.13020,3.70496,"flask"
1993,12,15,1993.953425000000,1689.74,2.90750,5.70801,"flask"
1994,1,15,1994.038356000000,1681.66,2.35000,6.81201,"flask"
1994,2,15,1994.123288000000,1676.18,2.43240,5.75806,"flask"
1994,3,15,1994.200000000000,1676.29,2.34180,4.52307,"flask"
1994,4,15,1994.284932000000,1681.46,3.11020,6.83093,"flask"
1994,5,15,1994.367123000000,1689.77,3.78270,8.12402,"flask"
1994,6,15,1994.452055000000,1697.27,3.16630,6.98389,"flask"
1994,7,15,1994.534247000000,1703.25,2.99890,8.22998,"flask"
1994,8,15,1994.619178000000,1706.77,2.52380,9.58997,"flask"
1994,9,15,1994.704110000000,1707.00,2.57510,8.55798,"flask"
1994,10,15,1994.786301000000,1707.90,1.27460,7.14294,"flask"
1994,11,15,1994.871233000000,1704.76,2.80390,5.78503,"flask"
1994,12,15,1994.953425000000,1696.72,3.28880,4.14001,"flask"
1995,1,15,1995.038356000000,1689.89,2.52980,2.96301,"flask"
1995,2,15,1995.123288000000,1685.77,1.08920,5.00793,"flask"
1995,3,15,1995.200000000000,1684.84,2.05640,7.84399,"flask"
1995,4,15,1995.284932000000,1688.60,2.03550,5.85107,"flask"
1995,5,15,1995.367123000000,1695.55,3.27290,5.54895,"flask"
1995,6,15,1995.452055000000,1701.41,3.27980,6.31104,"flask"
1995,7,15,1995.534247000000,1706.22,2.21250,3.63306,"flask"
1995,8,15,1995.619178000000,1711.78,2.06980,1.11707,"flask"
1995,9,15,1995.704110000000,1714.85,1.90760,-0.00305176,"flask"
1995,10,15,1995.786301000000,1713.75,2.41470,1.47705,"flask"
1995,11,15,1995.871233000000,1710.31,2.32230,2.85400,"flask"
1995,12,15,1995.953425000000,1703.03,3.47120,2.33704,"flask"
1996,1,15,1996.038251000000,1693.52,3.38900,2.85693,"flask"
1996,2,15,1996.122951000000,1686.88,2.51160,2.89600,"flask"
1996,3,15,1996.202186000000,1684.84,3.23210,1.81396,"flask"
1996,4,15,1996.286885000000,1690.08,3.11440,1.22900,"flask"
1996,5,15,1996.368852000000,1698.40,2.98240,-0.292969,"flask"
1996,6,15,1996.453552000000,1703.75,2.78920,-0.642944,"flask"
1996,7,15,1996.535519000000,1709.07,2.49640,1.14490,"flask"
1996,8,15,1996.620219000000,1714.68,2.64960,4.52893,"flask"
1996,9,15,1996.704918000000,1716.66,2.15420,10.2841,"flask"
1996,10,15,1996.786885000000,1714.98,2.05440,10.0040,"flask"
1996,11,15,1996.871585000000,1710.01,2.79510,7.12390,"flask"
1996,12,15,1996.953552000000,1702.39,3.09560,8.68701,"flask"
1997,1,15,1997.038356000000,1694.67,2.53710,8.67407,"flask"
1997,2,15,1997.123288000000,1691.41,1.64350,7.68799,"flask"
1997,3,15,1997.200000000000,1695.12,3.08930,6.61902,"flask"
1997,4,15,1997.284932000000,1700.09,2.75730,5.46399,"flask"
1997,5,15,1997.367123000000,1705.53,2.91220,5.93091,"flask"
1997,6,15,1997.452055000000,1712.44,2.02070,8.46899,"flask"
1997,7,15,1997.534247000000,1717.75,2.10190,9.74011,"flask"
1997,8,15,1997.619178000000,1722.37,1.82460,7.38904,"flask"
1997,9,15,1997.704110000000,1723.28,1.69800,2.22498,"flask"
1997,10,15,1997.786301000000,1720.45,2.13920,0.701904,"flask"
1997,11,15,1997.871233000000,1715.94,2.11090,4.06506,"flask"
1997,12,15,1997.953425000000,1710.86,2.37890,5.96497,"flask"
1998,1,15,1998.038356000000,1704.41,2.62290,6.14990,"flask"
1998,2,15,1998.123288000000,1698.80,1.83810,6.60400,"flask"
1998,3,15,1998.200000000000,1697.35,2.26250,9.36194,"flask"
1998,4,15,1998.284932000000,1700.79,2.99920,12.0459,"flask"
1998,5,15,1998.367123000000,1709.59,4.17010,12.0791,"flask"
1998,6,15,1998.452055000000,1718.40,2.42570,9.86499,"flask"
1998,7,15,1998.534247000000,1723.90,3.20790,9.57690,"flask"
1998,8,15,1998.619178000000,1728.97,1.75030,10.9050,"flask"
1998,9,15,1998.704110000000,1732.64,1.93110,11.9091,"flask"
1998,10,15,1998.786301000000,1732.49,1.06900,13.5431,"flask"
1998,11,15,1998.871233000000,1728.02,2.59820,12.7460,"flask"
1998,12,15,1998.953425000000,1720.72,3.03410,11.5150,"flask"
1999,1,15,1999.038356000000,1713.99,2.06700,11.9050,"flask"
1999,2,15,1999.123288000000,1709.71,1.94340,10.0410,"flask"
1999,3,15,1999.200000000000,1709.26,1.99680,8.22302,"flask"
1999,4,15,1999.284932000000,1714.33,2.69340,8.77307,"flask"
1999,5,15,1999.367123000000,1722.34,3.34520,7.69092,"flask"
1999,6,15,1999.452055000000,1729.92,2.69910,5.64392,"flask"
1999,7,15,1999.534247000000,1735.80,2.60640,3.82300,"flask"
1999,8,15,1999.619178000000,1739.01,2.09430,2.18298,"flask"
1999,9,15,1999.704110000000,1740.86,1.43570,2.48889,"flask"
1999,10,15,1999.786301000000,1741.27,1.92680,3.59692,"flask"
1999,11,15,1999.871233000000,1735.71,3.18490,2.60095,"flask"
1999,12,15,1999.953425000000,1726.37,3.24840,2.12292,"flask"
2000,1,15,2000.038251000000,1717.81,3.01440,2.11206,"flask"
2000,2,15,2000.122951000000,1711.89,1.93760,0.825073,"flask"
2000,3,15,2000.202186000000,1711.75,1.94240,-0.303955,"flask"
2000,4,15,2000.286885000000,1717.93,3.77670,-1.01501,"flask"
2000,5,15,2000.368852000000,1724.94,3.12760,-0.184937,"flask"
2000,6,15,2000.453552000000,1732.04,2.67280,0.359009,"flask"
2000,7,15,2000.535519000000,1737.92,2.56280,-0.890015,"flask"
2000,8,15,2000.620219000000,1739.84,1.51650,-1.38098,"flask"
2000,9,15,2000.704918000000,1740.56,1.75560,-1.17993,"flask"
2000,10,15,2000.786885000000,1740.25,1.68390,-2.55493,"flask"
2000,11,15,2000.871585000000,1735.53,3.90300,-1.80493,"flask"
2000,12,15,2000.953552000000,1726.73,3.65770,-0.797974,"flask"
2001,1,15,2001.038356000000,1716.92,2.99460,-0.778076,"flask"
2001,2,15,2001.123288000000,1710.51,1.46860,0.397949,"flask"
2001,3,15,2001.200000000000,1710.57,1.98980,0.830933,"flask"
2001,4,15,2001.284932000000,1715.37,2.28700,-1.38000,"flask"
2001,5,15,2001.367123000000,1723.14,2.64210,-3.52307,"flask"
2001,6,15,2001.452055000000,1731.24,3.20830,-2.81995,"flask"
2001,7,15,2001.534247000000,1737.14,1.69710,-1.52991,"flask"
2001,8,15,2001.619178000000,1740.23,1.82170,0.551025,"flask"
2001,9,15,2001.704110000000,1741.39,1.69380,1.63904,"flask"
2001,10,15,2001.786301000000,1738.87,2.30150,1.85193,"flask"
2001,11,15,2001.871233000000,1732.01,3.60310,1.64600,"flask"
2001,12,15,2001.953425000000,1723.91,3.89250,1.33008,"flask"
2002,1,15,2002.038356000000,1715.39,2.37140,1.40698,"flask"
2002,2,15,2002.123288000000,1711.06,1.05070,1.50696,"flask"
2002,3,15,2002.200000000000,1712.21,2.58070,1.35706,"flask"
2002,4,15,2002.284932000000,1717.22,2.05350,2.83997,"flask"
2002,5,15,2002.367123000000,1724.78,2.88740,5.14502,"flask"
2002,6,15,2002.452055000000,1732.57,2.96860,4.63794,"flask"
2002,7,15,2002.534247000000,1738.54,1.99200,3.59302,"flask"
2002,8,15,2002.619178000000,1741.74,2.15990,1.78894,"flask"
2002,9,15,2002.704110000000,1742.75,0.769800,0.148926,"flask"
2002,10,15,2002.786301000000,1741.71,1.73660,1.16907,"flask"
2002,11,15,2002.871233000000,1737.15,2.35250,1.87598,"flask"
2002,12,15,2002.953425000000,1728.54,3.38050,-0.132080,"flask"
2003,1,15,2003.038356000000,1718.98,2.70430,-1.49292,"flask"
2003,2,15,2003.123288000000,1712.85,1.64260,0.0590820,"flask"
2003,3,15,2003.200000000000,1712.35,1.88100,1.75195,"flask"
2003,4,15,2003.284932000000,1718.39,2.65060,0.572021,"flask"
2003,5,15,2003.367123000000,1726.66,2.56830,-1.20496,"flask"
2003,6,15,2003.452055000000,1732.44,2.96710,0.748047,"flask"
2003,7,15,2003.534247000000,1737.05,1.77400,2.00989,"flask"
2003,8,15,2003.619178000000,1741.80,1.59040,0.404053,"flask"
2003,9,15,2003.704110000000,1744.50,1.65170,-1.40796,"flask"
2003,10,15,2003.786301000000,1742.28,2.13080,-2.00806,"flask"
2003,11,15,2003.871233000000,1735.95,2.93790,-1.56995,"flask"
2003,12,15,2003.953425000000,1729.29,3.04940,-0.750000,"flask"
2004,1,15,2004.038251000000,1720.99,2.79850,1.23401,"flask"
2004,2,15,2004.122951000000,1713.25,2.25000,1.22095,"flask"
2004,3,15,2004.202186000000,1710.95,2.77020,-1.31592,"flask"
2004,4,15,2004.286885000000,1716.39,3.33170,-1.27100,"flask"
2004,5,15,2004.368852000000,1725.09,3.00080,-1.17004,"flask"
2004,6,15,2004.453552000000,1731.69,2.83750,-3.19702,"flask"
2004,7,15,2004.535519000000,1738.29,2.75530,-3.59595,"flask"
2004,8,15,2004.620219000000,1743.02,2.06050,-1.82007,"flask"
2004,9,15,2004.704918000000,1743.19,1.91690,0.650024,"flask"
2004,10,15,2004.786885000000,1741.01,1.87370,0.780029,"flask"
2004,11,15,2004.871585000000,1734.78,2.83100,0.299927,"flask"
2004,12,15,2004.953552000000,1726.09,3.81370,-0.678955,"flask"
2005,1,15,2005.038356000000,1717.40,2.87790,-3.21399,"flask"
2005,2,15,2005.123288000000,1711.43,1.91500,-2.69299,"flask"
2005,3,15,2005.200000000000,1711.60,3.18390,-1.31909,"flask"
2005,4,15,2005.284932000000,1717.17,2.20970,-0.771973,"flask"
2005,5,15,2005.367123000000,1725.39,3.66570,1.21301,"flask"
2005,6,15,2005.452055000000,1731.01,1.31600,1.96106,"flask"
2005,7,15,2005.534247000000,1735.07,3.40540,1.10400,"flask"
2005,8,15,2005.619178000000,1740.33,1.89200,0.521973,"flask"
2005,9,15,2005.704110000000,1741.87,0.911300,0.361938,"flask"
2005,10,15,2005.786301000000,1740.24,3.68250,0.0589600,"flask"
2005,11,15,2005.871233000000,1735.99,1.79720,-2.12695,"flask"
2005,12,15,2005.953425000000,1728.06,3.26060,-1.48206,"flask"
2006,1,15,2006.038356000000,1718.50,4.36820,-0.269043,"flask"
2006,2,15,2006.123288000000,1711.95,3.54880,-2.42505,"flask"
2006,3,15,2006.200000000000,1711.96,2.49490,-1.58594,"flask"
2006,4,15,2006.284932000000,1717.22,2.31370,-0.202026,"flask"
2006,5,15,2006.367123000000,1723.26,3.24680,-0.243042,"flask"
2006,6,15,2006.452055000000,1729.53,2.10700,-0.259033,"flask"
2006,7,15,2006.534247000000,1734.80,3.95460,-0.390991,"flask"
2006,8,15,2006.619178000000,1737.90,2.84060,0.677002,"flask"
2006,9,15,2006.704110000000,1740.28,1.74770,1.98999,"flask"
2006,10,15,2006.786301000000,1740.04,2.30670,2.91602,"flask"
2006,11,15,2006.871233000000,1735.75,3.90900,4.76404,"flask"
2006,12,15,2006.953425000000,1727.80,2.97080,6.66504,"flask"
2007,1,15,2007.038356000000,1718.11,2.64110,7.61804,"flask"
2007,2,15,2007.123288000000,1712.63,1.86090,7.71704,"flask"
2007,3,15,2007.200000000000,1713.95,2.31500,8.20398,"flask"
2007,4,15,2007.284932000000,1720.14,2.17040,8.71399,"flask"
2007,5,15,2007.367123000000,1728.02,2.90500,8.32507,"flask"
2007,6,15,2007.452055000000,1736.19,3.10150,8.87903,"flask"
2007,7,15,2007.534247000000,1742.42,2.56110,11.1730,"flask"
2007,8,15,2007.619178000000,1745.62,1.59670,11.8740,"flask"
2007,9,15,2007.704110000000,1748.48,2.01340,12.0110,"flask"
2007,10,15,2007.786301000000,1748.75,1.70950,12.6780,"flask"
2007,11,15,2007.871233000000,1744.07,2.33770,10.0819,"flask"
2007,12,15,2007.953425000000,1736.68,2.53870,6.22498,"flask"
2008,1,15,2008.038251000000,1729.28,2.76300,7.99097,"flask"
2008,2,15,2008.122951000000,1724.51,2.00630,10.3910,"flask"
2008,3,15,2008.202186000000,1725.96,3.49730,7.42297,"flask"
2008,4,15,2008.286885000000,1732.82,4.12860,5.82898,"flask"
2008,5,15,2008.368852000000,1738.11,1.69660,5.17798,"flask"
2008,6,15,2008.453552000000,1742.42,2.89830,2.17896,"flask"
2008,7,15,2008.535519000000,1750.41,3.38520,1.14307,"flask"
2008,8,15,2008.620219000000,1756.01,1.44690,1.66504,"flask"
2008,9,15,2008.704918000000,1755.91,2.21130,0.744019,"flask"
2008,10,15,2008.786885000000,1754.58,2.38350,-0.553955,"flask"
2008,11,15,2008.871585000000,1749.25,3.97250,0.838989,"flask"
2008,12,15,2008.953552000000,1738.85,3.57840,3.56702,"flask"
2009,1,15,2009.038356000000,1730.43,3.81890,2.51099,"flask"
2009,2,15,2009.123288000000,1726.17,0.692300,2.28796,"flask"
2009,3,15,2009.200000000000,1726.70,2.10360,4.41602,"flask"
2009,4,15,2009.284932000000,1732.27,2.42700,4.56201,"flask"
2009,5,15,2009.367123000000,1738.94,3.82210,4.47705,"flask"
2009,6,15,2009.452055000000,1745.98,4.15830,4.58301,"flask"
2009,7,15,2009.534247000000,1752.92,2.62270,5.02795,"flask"
2009,8,15,2009.619178000000,1758.30,1.60910,5.93799,"flask"
2009,9,15,2009.704110000000,1760.32,1.61710,5.65002,"flask"
2009,10,15,2009.786301000000,1759.14,1.61130,4.41602,"flask"
2009,11,15,2009.871233000000,1753.73,2.89530,3.42908,"flask"
2009,12,15,2009.953425000000,1743.44,3.67640,5.76001,"flask"
2010,1,15,2010.038356000000,1735.45,2.34490,9.21704,"flask"
2010,2,15,2010.123288000000,1732.11,1.15050,7.68506,"flask"
2010,3,15,2010.200000000000,1732.35,2.33440,5.76404,"flask"
2010,4,15,2010.284932000000,1736.68,1.58980,6.34009,"flask"
2010,5,15,2010.367123000000,1742.37,2.29050,8.12500,"flask"
2010,6,15,2010.452055000000,1751.74,3.93610,10.9880,"flask"
2010,7,15,2010.534247000000,1762.14,3.06870,9.74597,"flask"
2010,8,15,2010.619178000000,1765.98,1.39590,7.73499,"flask"
2010,9,15,2010.704110000000,1766.09,1.40480,10.2109,"flask"
2010,10,15,2010.786301000000,1765.48,1.10230,13.3400,"flask"
2010,11,15,2010.871233000000,1761.85,1.71970,11.4089,"flask"
2010,12,15,2010.953425000000,1754.43,3.38290,6.43005,"flask"
2011,1,15,2011.038356000000,1745.20,3.32870,3.24194,"flask"
2011,2,15,2011.123288000000,1739.84,1.00470,4.44604,"flask"
2011,3,15,2011.200000000000,1742.56,2.26830,6.94995,"flask"
2011,4,15,2011.284932000000,1750.02,1.81380,7.01294,"flask"
2011,5,15,2011.367123000000,1753.78,4.11770,5.14697,"flask"
2011,6,15,2011.452055000000,1758.18,2.27530,3.43799,"flask"
2011,7,15,2011.534247000000,1765.38,2.84710,4.14905,"flask"
2011,8,15,2011.619178000000,1770.43,1.21680,4.20496,"flask"
2011,9,15,2011.704110000000,1773.04,1.23510,1.23804,"flask"
2011,10,15,2011.786301000000,1772.49,1.39610,0.0839844,"flask"
2011,11,15,2011.871233000000,1767.00,2.64540,3.71301,"flask"
2011,12,15,2011.953425000000,1757.86,2.85320,5.60291,"flask"
2012,1,15,2012.038251000000,1749.35,2.24020,5.02100,"flask"
2012,2,15,2012.122951000000,1744.05,2.11220,5.14392,"flask"
2012,3,15,2012.202186000000,1743.80,1.84150,4.92102,"flask"
2012,4,15,2012.286885000000,1750.10,2.73300,4.06396,"flask"
2012,5,15,2012.368852000000,1757.50,2.03680,5.04199,"flask"
2012,6,15,2012.453552000000,1763.78,2.11160,5.77197,"flask"
2012,7,15,2012.535519000000,1770.40,2.46750,2.84692,"flask"
2012,8,15,2012.620219000000,1775.57,1.71650,3.30811,"flask"
2012,9,15,2012.704918000000,1777.96,1.28960,4.76404,"flask"
2012,10,15,2012.786885000000,1776.56,1.34120,3.14502,"flask"
2012,11,15,2012.871585000000,1772.04,2.09070,4.00208,"flask"
2012,12,15,2012.953552000000,1763.64,3.35520,6.22205,"flask"
2013,1,15,2013.038360000000,1752.19,2.64100,4.84998,"in situ"
2013,2,15,2013.123290000000,1747.36,0.818000,3.92004,"in situ"
2013,3,15,2013.200000000000,1748.57,1.15500,3.79797,"in situ"
2013,4,15,2013.284930000000,1753.25,2.00200,3.11206,"in situ"
2013,5,15,2013.367120000000,1761.50,2.93100,1.98401,"in situ"
2013,6,15,2013.452050000000,1770.00,2.11600,1.85999,"in situ"
2013,7,15,2013.534250000000,1775.25,1.40700,4.00708,"in situ"
2013,8,15,2013.619180000000,1779.49,1.29700,4.53296,"in situ"
2013,9,15,2013.704110000000,1781.76,0.546000,5.78394,"in situ"
2013,10,15,2013.786300000000,1779.67,1.36800,7.50598,"in situ"
2013,11,15,2013.871230000000,1774.03,2.15200,8.22192,"in situ"
2013,12,15,2013.953420000000,1765.50,2.94000,9.78894,"in situ"
2014,1,15,2014.038360000000,1756.20,2.39100,11.9310,"in situ"
2014,2,15,2014.123290000000,1751.89,0.694000,11.7710,"in situ"
2014,3,15,2014.200000000000,1754.35,1.62700,10.8130,"in situ"
2014,4,15,2014.284930000000,1760.76,2.30300,11.5120,"in situ"
2014,5,15,2014.367120000000,1769.72,3.10300,12.6389,"in situ"
2014,6,15,2014.452050000000,1779.79,2.79300,13.2710,"in situ"
2014,7,15,2014.534250000000,1787.18,1.75900,13.6450,"in situ"
2014,8,15,2014.619180000000,1791.27,1.05500,13.3110,"in situ"
2014,9,15,2014.704110000000,1792.57,0.447000,12.7841,"in situ"
