DateTime,Nitrate,Ammonium,Sulfate,Organics,Chloride
6/11/2024 4:08,0.24474786,0.13557315,0.42518094,2.543014,0.33785149
6/11/2024 4:18,0.22659616,0.16328621,0.42161086,2.3419006,0.3561011
6/11/2024 4:28,0.23425058,0.14649323,0.40582395,2.5387864,0.21237029
6/11/2024 4:38,0.22698499,0.27945137,0.45542929,2.8468587,0.20442681
6/11/2024 4:48,0.31077057,0.18211177,0.54988676,2.9125433,0.20891337
6/11/2024 4:58,0.26116267,0.29380295,0.61719632,3.0481429,0.14703068
6/11/2024 5:08,0.29348955,0.35604471,0.64305013,2.7045119,0.21914092
6/11/2024 5:18,0.24856742,0.11042836,0.63731623,2.3711216,0.16628686
6/11/2024 5:28,0.21824524,0.21941932,0.69958949,1.9828885,0.11826158
6/11/2024 5:38,0.11084708,0.20513581,0.70309424,1.5762438,0.11896172
6/11/2024 5:48,0.15669075,0.24792112,0.69211817,1.367433,0.12574659
6/11/2024 5:58,0.063563332,0.15764344,0.63513207,1.0433319,0.12348926
6/11/2024 6:08,0.078348354,0.24293539,0.52631909,0.7505216,0.086639874
6/11/2024 6:18,0.01151561,0.12253767,0.42092842,0.59976351,0.12005751
6/11/2024 6:28,0.099983767,0.16730188,0.38417268,0.53697044,0.092942327
6/11/2024 6:38,0.015591214,0.002356872,0.33575219,0.76434374,0.10608886
6/11/2024 6:48,0.086121239,-0.099279463,0.3140637,0.70656627,0.10903949
6/11/2024 6:58,0.10400385,0.10013443,0.30323866,0.71499109,0.10552961
6/11/2024 7:08,0.06263531,0.062664032,0.32815608,0.81557363,0.078406066
6/11/2024 7:18,0.061614156,0.054941896,0.33265942,0.91106367,0.112727
6/11/2024 7:28,0.071625955,0.028062772,0.34367123,1.1267694,0.091877796
6/11/2024 7:38,0.066738486,0.031759523,0.34246278,1.1275241,0.091699094
6/11/2024 7:48,0.07660187,0.19760749,0.33649459,1.1524837,0.095583461
6/11/2024 7:58,-0.002091296,0.17911072,0.34065554,1.1308107,0.11583339
6/11/2024 8:08,0.069465362,0.12122963,0.33942118,1.2801695,0.094944365
6/11/2024 8:18,0.012753177,0.20534956,0.33143109,1.1807061,0.07958056
6/11/2024 8:28,0.008983387,0.18959513,0.33277008,0.97011787,0.13454954
6/11/2024 8:38,0.06670209,0.14686316,0.33818665,0.98927623,0.079151072
6/11/2024 8:48,0.062733881,0.17293766,0.33418602,1.0860667,0.1158272
6/11/2024 8:58,0.074690036,0.036372095,0.37524617,0.95269066,0.081852891
6/11/2024 9:08,0.031536192,-0.079934306,0.28291681,0.74913388,0.11750629
6/11/2024 9:18,0.021110008,0.1457459,0.26923299,0.79877937,0.11620323
6/11/2024 9:28,0.030764122,0.11595604,0.23086348,0.66253757,0.11252702
6/11/2024 9:38,0.03973094,0.1440865,0.20816068,0.52724326,0.058871359
6/11/2024 9:48,0.053337876,0.1006031,0.20279711,0.39642501,0.085400879
6/11/2024 9:58,-0.00708185,0.015498641,0.16141468,0.2859115,0.079280265
6/11/2024 10:08,0.00899866,-0.007183875,0.13842835,0.33436358,0.12884018
6/11/2024 10:18,0.028731102,0.17848924,0.15061909,0.10964913,0.089329585
6/11/2024 10:28,0.10420539,-0.077399157,0.15013824,0.27302188,0.13947812
6/11/2024 10:38,-0.002283578,0.001159695,0.12484203,0.1111607,0.076442398
6/11/2024 10:48,0.036310647,0.047708899,0.11822023,0.10376815,0.077426955
6/11/2024 10:58,0.015608539,0.23932764,0.12529856,0.042448286,0.062931702
6/11/2024 11:18,0.055976991,-0.10261762,0.12484178,0.16971667,0.091693759
6/11/2024 11:28,0.020857291,0.064733952,0.12301228,0.11173267,0.078252345
6/11/2024 11:38,-0.007477893,-0.022700939,0.12272024,0.084197059,0.10862045
6/11/2024 11:48,-0.033338066,0.048419859,0.12433999,0.085663982,0.10347321
6/11/2024 11:58,0.042642459,-0.001344903,0.10595399,0.17604403,0.073783636
6/11/2024 12:08,-0.024521967,0.13942735,0.10635065,0.068965897,0.074087605
6/11/2024 12:18,-0.024365116,0.13596378,0.12290429,0.087279744,0.078626081
6/11/2024 12:28,0.011048174,0.025129426,0.12004936,0.10102814,0.087947674
6/11/2024 12:38,-0.024704743,-0.08226905,0.11825465,0.15510635,0.085362017
6/11/2024 12:48,0.02685567,-0.060556252,0.10485933,0.038226679,0.05163946
6/11/2024 12:58,0.039029364,0.14230494,0.12197056,0.14541048,0.11922535
6/11/2024 13:08,0.004663686,0.054231081,0.11628225,0.072665863,0.073861584
6/11/2024 13:18,-0.00651209,0.015697705,0.12550886,0.076770075,0.090015821
6/11/2024 13:28,0.022762051,-0.005988436,0.11421423,0.031151578,0.096332617
6/11/2024 13:38,-0.006382596,0.003667885,0.10627969,0.16922948,0.085139595
6/11/2024 13:48,0.022571558,0.060888324,0.1223941,0.14194976,0.086034521
6/11/2024 13:58,0.015397112,-0.005342983,0.11770267,0.000634448,0.10302864
6/11/2024 14:08,0.005236028,-0.012501297,0.11223841,0.02900864,0.10001592
6/11/2024 14:18,0.028146546,-0.13831788,0.10830457,0.12867659,0.11763487
6/11/2024 14:28,-0.004374741,-0.14801325,0.10842581,0.16631281,0.075497024
6/11/2024 14:38,0.016111948,0.13867973,0.11583818,0.026763825,0.11519566
6/11/2024 14:48,0.021131491,-0.046425454,0.10575888,0.1080806,0.12667786
6/11/2024 14:58,0.032981493,0.081811368,0.10203537,0.09532851,0.098736078
6/11/2024 15:08,0.02533699,-0.0141539,0.11435352,0.12893485,0.097417682
6/11/2024 15:18,0.034690809,0.095832184,0.10606356,0.12678137,0.12610006
6/11/2024 15:28,0.007332283,0.029624451,0.11789092,0.024875578,0.14229174
6/11/2024 15:38,0.032651164,0.025070731,0.11169882,0.056814644,0.18295221
6/11/2024 15:48,0.051014502,0.025319733,0.11283848,0.12965165,0.14340268
6/11/2024 15:58,0.029398244,0.051637828,0.1106275,0.11223086,0.10478708
6/11/2024 16:08,-0.00736228,0.049618904,0.10578483,-0.010349147,0.14279288
6/11/2024 16:18,0.035518777,-0.043799829,0.11271136,0.098315053,0.14476709
6/11/2024 16:28,0.043082558,0.048319977,0.1161082,0.039981365,0.1097267
6/11/2024 16:38,0.059688058,-0.00538423,0.10055785,0.16881755,0.1162662
6/11/2024 16:48,-0.051306952,0.18107656,0.11203868,0.070937537,0.16299655
6/11/2024 16:58,4.72E-05,0.026761813,0.1096575,0.1248274,0.11430933
6/11/2024 17:08,0.028330022,0.073921226,0.10793281,-0.030096645,0.10619497
6/11/2024 17:18,-0.057064854,-0.057940792,0.12483466,-0.051160429,0.11363216
6/11/2024 17:28,0.046972319,0.044471905,0.11114493,0.10270011,0.15136817
6/11/2024 17:38,-0.01516699,-0.038266223,0.109185,0.077166468,0.080078632
6/11/2024 17:48,-0.022059532,-0.092717558,0.12632714,0.021664074,0.10270516
6/11/2024 17:58,-0.00819211,-0.15124439,0.13757022,0.23920344,0.13622276
6/11/2024 18:08,0.00423373,0.097750932,0.1205177,0.21375541,0.11769808
6/11/2024 18:18,0.027497141,-0.036175307,0.12902294,0.15626141,0.15535377
6/11/2024 18:28,0.016881222,-0.040319372,0.110392,0.24164352,0.1259893
6/11/2024 18:38,0.012829113,-0.072393142,0.12665632,0.021565419,0.12356725
6/11/2024 18:48,0.015998978,-0.010577435,0.13060878,0.099248312,0.11976747
6/11/2024 18:58,0.025837697,0.14406884,0.11820661,0.044098839,0.1406779
6/11/2024 19:08,-0.008274986,0.16680729,0.12302289,0.14091811,0.14251876
6/11/2024 19:18,-0.033100475,-0.052795831,0.13112639,0.025494812,0.14091539
6/11/2024 19:28,0.040454719,-0.051679704,0.12406868,0.22848558,0.1388516
6/11/2024 19:38,0.000109229,0.064310804,0.1236658,0.10420132,0.094329499
6/11/2024 19:48,-0.043785576,-0.096430749,0.1139497,0.13874128,0.13650498
6/11/2024 19:58,0.009616548,-0.11509668,0.12035847,0.13073088,0.13556924
6/11/2024 20:08,0.044804286,-0.038600713,0.11579441,0.11266291,0.098186597
6/11/2024 20:18,0.01361166,0.099835306,0.12453548,0.039470341,0.083966725
6/11/2024 20:28,0.018444115,0.010077364,0.12612762,0.11987799,0.10919907
6/11/2024 20:38,0.029712014,0.13939272,0.12038109,0.035203509,0.094653443
6/11/2024 20:48,0.002223973,0.091546707,0.12732679,0.027036658,0.10668068
6/11/2024 20:58,0.01452438,0.046343923,0.12147812,0.1135563,0.17503382
6/11/2024 21:08,0.009840336,0.079547033,0.11970486,0.15509745,0.11787304
6/11/2024 21:18,0.003436831,-0.076121643,0.12262689,0.10499118,0.10994732
6/11/2024 21:28,-0.007299366,0.10638821,0.12225966,0.044063397,0.11568812
6/11/2024 21:38,0.010999495,-0.043459557,0.12954843,0.26145631,0.12758505
6/11/2024 21:48,0.015615737,-0.00746476,0.12693352,0.087399647,0.12368845
6/11/2024 21:58,0.018434623,0.026509712,0.12776327,0.17919692,0.16071934
6/11/2024 22:08,0.020315651,0.002759751,0.12429418,0.035853028,0.12376729
6/11/2024 22:18,0.010484017,0.052616559,0.11960591,0.17528893,0.14889766
6/11/2024 22:28,0.023255147,-0.10314882,0.11681086,-0.033868063,0.093192965
6/11/2024 22:38,0.034641035,-0.056075588,0.12775652,0.13086219,0.12008527
6/11/2024 22:48,0.024403151,0.070313327,0.12899011,0.21808003,0.086080499
6/11/2024 22:58,0.011793381,-0.1061561,0.13198631,-0.045209754,0.14699382
6/11/2024 23:08,0.040365845,-0.11451786,0.129218,0.29824284,0.12996967
6/11/2024 23:18,0.036942337,-0.041451644,0.1233716,0.074083865,0.12029663
6/11/2024 23:28,-0.02750174,-0.035777912,0.12674592,0.13152671,0.14144458
6/11/2024 23:38,0.005777359,-0.14317563,0.12968007,0.093691386,0.14896274
6/11/2024 23:48,0.013371014,0.070169643,0.11346837,0.012095078,0.1102239
6/11/2024 23:58,-0.013612901,0.083732143,0.12609969,0.10142156,0.13260806
7/11/2024 0:08,0.007431765,-0.049621206,0.11957555,0.083583549,0.13483128
7/11/2024 0:18,-0.001806239,-0.12377552,0.12889922,0.11003534,0.16643783
7/11/2024 0:28,-0.019521579,0.1874719,0.12790897,0.14515412,0.1618401
7/11/2024 0:38,0.011770551,-0.075185396,0.13685311,0.047145642,0.21630526
7/11/2024 0:48,0.030217675,0.021848906,0.12414557,0.074743897,0.14600521
7/11/2024 0:58,0.02023563,0.041136522,0.1279581,-0.019367695,0.11759474
7/11/2024 1:08,0.025455894,0.20796521,0.13819779,0.23993149,0.2083665
7/11/2024 1:18,-0.017268207,-0.010198784,0.12601849,-0.016251421,0.12932864
7/11/2024 1:28,0.025576349,-0.12901238,0.12992987,0.18352067,0.12610079
7/11/2024 1:38,0.042428862,-0.042025387,0.11910708,0.10311253,0.16599417
7/11/2024 1:48,-0.015373183,0.024157198,0.13422154,0.081465274,0.13724855
7/11/2024 1:58,0.013171206,-0.010088875,0.14152464,0.07947088,0.18125573
7/11/2024 2:08,0.007440019,-0.03605276,0.12377717,0.27919918,0.082951427
7/11/2024 2:18,0.025585685,0.20997988,0.13498385,0.091096871,0.14428881
7/11/2024 2:28,0.015867298,0.094577514,0.12136146,0.12200064,0.12527144
7/11/2024 2:38,0.029019717,0.24519494,0.11582035,0.20193167,0.16240309
7/11/2024 2:48,0.008509331,0.036211103,0.10519942,0.037444554,0.118088
7/11/2024 2:58,0.037149619,0.14181599,0.12464167,-0.013858842,0.1011989
7/11/2024 3:08,0.03940665,-0.031180115,0.11945498,0.23828503,0.085689642
7/11/2024 3:18,0.03522025,0.096424587,0.12690684,0.14239706,0.16155523
7/11/2024 3:28,-0.016000716,0.040418208,0.12198716,0.10583578,0.15145683
7/11/2024 3:38,-0.002324888,0.08703424,0.12185729,0.074409343,0.15950404
7/11/2024 3:48,0.032289859,-0.004529777,0.10110557,0.15800187,0.10494722
7/11/2024 3:58,-0.000240364,-0.093231872,0.11253158,0.1041086,0.13557003
7/11/2024 4:08,0.013416997,-0.002780064,0.12052672,0.15312898,0.12382983
7/11/2024 4:18,0.002097967,-0.069949165,0.12868074,0.18246534,0.13694017
7/11/2024 4:28,0.01195916,-0.10513996,0.11925298,0.36151206,0.11787791
7/11/2024 4:38,0.049658451,-0.01086606,0.12298691,0.18882397,0.1596452
7/11/2024 4:48,0.043069024,0.14376824,0.13855582,0.09742222,0.2358388
7/11/2024 4:58,-0.018794309,0.002565704,0.12396263,0.19607146,0.16042687
7/11/2024 5:08,0.050430123,0.083104208,0.12485187,0.23903264,0.2031101
7/11/2024 5:18,0.040548529,-0.036890581,0.12659289,0.14321738,0.17851421
7/11/2024 5:28,-0.038091313,-0.004161208,0.1175804,0.19727483,0.18025872
7/11/2024 5:38,0.03609173,-0.03864453,0.11862902,0.21231024,0.19471414
7/11/2024 5:48,0.045381945,-0.065769553,0.11314629,0.32188538,0.15630268
7/11/2024 5:58,0.001705581,0.065418638,0.13994025,0.12227061,0.23205118
7/11/2024 6:08,0.008448825,0.064438336,0.13568977,0.027404327,0.2491567
7/11/2024 6:18,0.032006554,0.063468471,0.14417104,0.26651552,0.19249216
7/11/2024 6:28,0.022331843,0.12845533,0.13013208,0.12321644,0.17972104
7/11/2024 6:38,0.024898099,0.14145863,0.14098889,0.20204112,0.19738652
7/11/2024 6:48,-5.36E-05,-0.063059382,0.12146515,0.14652352,0.20563911
7/11/2024 6:58,0.015809122,-0.14640266,0.14040281,0.23692094,0.15855457
7/11/2024 7:08,0.018791288,-0.079818942,0.1322525,0.060709193,0.16640317
7/11/2024 7:18,0.039280601,0.007419433,0.13091473,0.23707384,0.15120652
7/11/2024 7:28,0.018677041,0.087271385,0.13496479,0.34196091,0.2009557
7/11/2024 7:38,0.037493933,0.022044618,0.13034584,0.14973661,0.12474602
7/11/2024 7:48,0.003880867,0.14289221,0.12309044,0.20081778,0.066471294
7/11/2024 7:58,0.004347074,0.11086135,0.12260408,0.019899171,0.11777499
7/11/2024 8:08,0.000754489,-0.008095867,0.12330527,0.20900992,0.11462118
7/11/2024 8:18,0.025471373,0.1024566,0.11161888,0.11825535,0.066156223
7/11/2024 8:28,0.009254614,-0.089070708,0.11321595,0.16401391,0.088943444
7/11/2024 8:38,0.046412483,0.11554357,0.13541973,0.18559879,0.10480839
7/11/2024 8:48,0.014328448,-0.13535541,0.12776804,0.048962831,0.11094905
7/11/2024 8:58,0.068192139,0.082972094,0.0910988,0.24641554,0.085347399
7/11/2024 9:08,0.007174117,-0.048625711,0.12433454,0.054006733,0.094058119
7/11/2024 9:18,-0.000134283,-0.020471422,0.10641982,0.15394081,0.10164988
7/11/2024 9:28,0.013651945,0.003341478,0.12526584,0.19141279,0.079966389
7/11/2024 9:38,0.011037159,-0.028448902,0.1131904,0.11159524,0.060036343
7/11/2024 9:48,0.013826052,-0.11168014,0.12838727,0.14496827,0.11347219
7/11/2024 9:58,0.002586597,0.033253431,0.13570148,0.15194629,0.064344466
7/11/2024 10:08,0.032602407,0.018265756,0.11433669,0.19820938,0.10550842
7/11/2024 10:18,0.034088179,0.000220538,0.14243287,0.19644551,0.099914268
7/11/2024 10:28,-0.013192333,0.10756964,0.13808633,0.16444527,0.1311938
7/11/2024 10:38,0.030870086,-0.016321179,0.13019148,0.11076094,0.10930479
7/11/2024 10:48,0.016146798,0.090200171,0.1162052,0.12741669,0.068739973
7/11/2024 10:58,0.005747824,0.041053675,0.11833899,-0.026530031,0.10593778
7/11/2024 11:08,0.019648073,0.087203689,0.12103896,0.17349552,0.074883521
7/11/2024 11:18,0.053967301,0.1178669,0.13809803,0.14355673,0.12240024
7/11/2024 11:28,0.072342448,-0.001056365,0.12974685,0.2012727,0.064354941
7/11/2024 11:38,0.013096637,0.019133504,0.14543808,0.12471169,0.077039823
7/11/2024 11:48,0.044903338,0.14024507,0.14256838,0.014909423,0.10043934
7/11/2024 11:58,-0.017990539,-0.062784083,0.16312392,0.13098991,0.12057633
7/11/2024 12:08,0.033547845,0.21113451,0.17750278,0.15613665,0.097695842
7/11/2024 12:18,0.037651718,-0.10235775,0.15541665,0.17015412,0.093243688
7/11/2024 12:28,0.043958474,0.06969247,0.15024371,0.19761746,0.13167593
7/11/2024 12:38,0.016831828,0.023224398,0.15155621,0.32548961,0.11397922
7/11/2024 12:48,0.015056365,-0.037828572,0.16912146,0.18870574,0.10962424
7/11/2024 12:58,0.086404555,0.22728731,0.18805094,0.22725421,0.11561212
7/11/2024 13:08,0.021262359,0.036757752,0.20318457,0.24866931,0.099195264
7/11/2024 13:18,0.060211126,0.10532338,0.20041685,0.25166345,0.12403473
7/11/2024 13:28,0.061766874,0.002610104,0.17793976,0.31828228,0.13842244
7/11/2024 13:38,0.055988308,0.088496551,0.18898931,0.34493577,0.14706486
7/11/2024 13:48,0.037327334,0.10390226,0.19294411,0.2005295,0.21597961
7/11/2024 13:58,0.031773221,0.017892515,0.18307927,0.2728402,0.18090211
7/11/2024 14:08,0.023027277,0.06007668,0.17215376,0.043767542,0.1904584
7/11/2024 14:18,0.01138681,0.15648748,0.1564558,0.092876844,0.15657631
7/11/2024 14:28,-0.016291352,0.052636471,0.14950348,0.10135642,0.11389285
7/11/2024 14:38,0.025205249,-0.031887311,0.16819397,0.13277942,0.13323545
7/11/2024 14:48,0.034790795,-0.025409482,0.1366263,0.20810901,0.19016396
7/11/2024 14:58,-0.000957714,0.063965723,0.14050767,0.18751945,0.21856377
7/11/2024 15:08,0.019028123,0.079833448,0.12353451,0.12773135,0.16379927
7/11/2024 15:18,0.04205453,0.055673894,0.13698012,0.27133343,0.17514297
7/11/2024 15:28,-0.001179269,-0.066623256,0.13495252,0.045658737,0.13896087
7/11/2024 15:38,0.013800529,-0.023328967,0.12244908,0.24412923,0.135921
7/11/2024 15:48,0.034969412,0.024126939,0.10696416,0.036006447,0.12411926
7/11/2024 15:58,-0.005685103,0.11152378,0.1242712,-0.000616907,0.14556234
7/11/2024 16:08,-0.007684525,0.016539192,0.12462701,0.07336092,0.17478882
7/11/2024 16:18,0.049221065,0.020475496,0.12369255,0.10405613,0.13821046
7/11/2024 16:28,-0.03168026,-0.005669513,0.153566,0.11325901,0.17534532
7/11/2024 16:38,0.025700197,-0.038409255,0.14109328,0.053140607,0.19714835
7/11/2024 16:48,-0.001350438,0.11724777,0.13448198,0.15298943,0.15409671
7/11/2024 16:58,-0.002652533,-0.016270131,0.14922431,0.095130257,0.23384212
7/11/2024 17:08,-0.030755267,0.15677571,0.14747147,0.1034328,0.19042325
7/11/2024 17:18,-0.022277638,0.049820889,0.18369581,0.17382871,0.14746785
7/11/2024 17:28,0.030626336,0.006690011,0.17517355,0.23540547,0.21995473
7/11/2024 17:38,0.020556012,0.04430072,0.17079367,0.1039977,0.21494398
7/11/2024 17:48,0.043070246,-0.23614931,0.17583263,0.28512537,0.22503544
7/11/2024 17:58,0.017768938,0.004803533,0.18745849,0.14584647,0.24774583
7/11/2024 18:08,0.026287122,0.068713948,0.18256243,0.18917549,0.20764293
7/11/2024 18:18,-0.014635846,0.16207376,0.19751236,0.16918574,0.21647269
7/11/2024 18:28,0.008938896,-0.046029028,0.19276638,0.25404969,0.22155897
7/11/2024 18:38,-0.020189574,-0.015750576,0.19840533,0.044008814,0.24691124
7/11/2024 18:48,0.009828246,-0.060969986,0.20420222,0.18197575,0.23328497
7/11/2024 18:58,0.01142967,0.11326081,0.14547504,0.20084271,0.18864337
7/11/2024 19:08,0.000532193,0.079784743,0.1393798,0.20518446,0.20973124
7/11/2024 19:18,-0.019840633,-0.085818,0.18985109,0.15071324,0.21450074
7/11/2024 19:28,-0.009824688,-0.2099386,0.17785418,0.14772366,0.2613847
7/11/2024 19:38,0.00993954,0.14289725,0.18257535,0.17084429,0.225765
7/11/2024 19:48,0.031652831,0.03490001,0.20420234,0.20088787,0.29605567
7/11/2024 19:58,-0.032994419,-0.013496891,0.20328844,0.25360447,0.17507514
7/11/2024 20:08,0.023352407,0.074604303,0.13892406,0.23723936,0.30451959
7/11/2024 20:18,0.024917232,-0.081727773,0.069997109,-0.03349698,0.18034944
7/11/2024 20:28,-0.038210239,0.051097486,0.082684293,0.070969239,0.20764919
7/11/2024 20:38,0.022932293,-0.074763998,0.076497421,0.0120996,0.22472581
7/11/2024 20:48,0.03319101,0.060939666,0.070149332,0.029602036,0.22203851
7/11/2024 20:58,-0.024175715,0.090030059,0.091710888,0.004811761,0.21153717
7/11/2024 21:08,0.04736812,0.088715248,0.076435901,0.19370797,0.25108767
7/11/2024 21:18,0.056800969,0.026914693,0.080610827,0.098675266,0.18998541
7/11/2024 21:28,0.028496088,-0.089182995,0.073424183,0.059586197,0.18297787
7/11/2024 21:38,0.016376734,-0.014172049,0.081282869,0.097232364,0.2210771
7/11/2024 21:48,-0.012200822,0.094035238,0.073809221,-0.001910117,0.17743339
7/11/2024 21:58,0.006923297,0.063940182,0.059467662,0.11882571,0.17297807
7/11/2024 22:08,0.00968371,0.022045121,0.068928957,0.014032516,0.15609299
7/11/2024 22:18,-0.011954984,-0.14630194,0.090920635,0.14039025,0.16444987
7/11/2024 22:28,0.020583462,0.098734885,0.082642458,0.31446233,0.21837153
11/11/2024 0:09,0.010748216,-0.19284125,0.20983602,0.095849536,0.079668716
11/11/2024 0:19,0.045489211,-0.032498058,0.21502572,0.1653683,0.12044735
11/11/2024 0:29,0.015548984,0.08281175,0.20617592,0.1919042,0.079574272
11/11/2024 0:39,-0.007700705,0.013080076,0.20840468,0.18954048,0.065220892
11/11/2024 0:49,0.035876434,0.080967315,0.21540433,0.10072996,0.062793903
11/11/2024 0:59,0.036142342,-0.15185945,0.22850339,0.23328684,0.10961702
11/11/2024 1:09,0.022777196,0.003293834,0.23790456,0.15091354,0.077651128
11/11/2024 1:19,0.01870331,0.006115599,0.22861668,0.061711691,0.098230787
11/11/2024 1:29,-0.006565796,0.020407058,0.22477752,-0.001287451,0.11192533
11/11/2024 1:39,0.009359547,0.018751999,0.21555467,0.17692731,0.087222479
11/11/2024 1:49,0.045479458,-0.05220712,0.24099758,0.18715855,0.088175312
11/11/2024 1:59,0.01771621,-0.1302363,0.24118084,0.20137912,0.1029662
11/11/2024 2:09,-0.013391545,0.039572924,0.23716269,0.18678331,0.14130102
11/11/2024 2:19,0.016824719,-0.007287429,0.24521071,0.12633301,0.13908139
11/11/2024 2:29,-0.034795251,0.051353138,0.20676534,0.085879244,0.034224018
11/11/2024 2:39,-0.032934431,-0.15938008,0.21178108,0.063461751,0.085707456
11/11/2024 2:49,-0.033861548,-0.1009415,0.22419441,0.27483717,0.095516063
11/11/2024 2:59,-2.78E-05,0.11645917,0.24460143,0.14150639,0.067522973
11/11/2024 3:09,0.030484801,-0.04115859,0.21971406,-0.027153172,0.04973549
11/11/2024 3:19,-0.016351696,0.034979627,0.24082378,0.05809287,0.084306307
11/11/2024 3:29,0.01635799,-0.019017801,0.24653012,0.038275402,0.099163212
11/11/2024 3:39,-0.013419394,0.02452484,0.216295,0.17777704,0.086432926
11/11/2024 3:49,-0.042509515,0.009992086,0.22956651,0.1001863,0.066680439
11/11/2024 3:59,0.015469078,0.057162739,0.23475832,0.16286869,0.058579735
11/11/2024 4:09,0.026149688,0.11127832,0.23965347,0.17955728,0.043232638
11/11/2024 4:19,0.008333935,0.096818909,0.23668662,0.15586782,0.089154877
11/11/2024 4:29,0.038817652,-0.07664749,0.23688729,0.041403327,0.081213586
11/11/2024 4:39,0.055174142,0.029836226,0.2240306,0.08973404,0.071863048
11/11/2024 4:49,0.014589209,0.14917177,0.24330479,0.045342963,0.097074322
11/11/2024 4:59,0.007300934,0.033159234,0.2309427,0.20235899,0.079083979
11/11/2024 5:09,0.006407784,-0.059091058,0.23733824,0.22650026,0.043367963
11/11/2024 5:19,0.025277605,-0.22182137,0.23564319,0.127244,0.085649922
11/11/2024 5:29,-0.02998494,0.036547288,0.23111145,0.10080878,0.078254066
11/11/2024 5:39,0.025972508,0.12292552,0.2452877,0.021497551,0.051116712
11/11/2024 5:49,0.040328946,0.070124589,0.23154637,0.07662636,0.059746288
11/11/2024 5:59,0.031435728,0.13331614,0.25429708,0.10956533,0.14144312
11/11/2024 6:09,0.050743137,0.038798708,0.23402245,0.16751681,0.049475208
11/11/2024 6:19,0.045785684,-0.08313676,0.24074858,0.27943656,0.050489943
11/11/2024 6:29,0.052660748,-0.022573657,0.26309186,0.23623921,0.053779952
11/11/2024 6:39,0.035273239,0.028904034,0.26735589,0.29451281,0.063544713
11/11/2024 6:49,0.034138236,0.032430232,0.24725547,0.064747654,0.060497317
11/11/2024 6:59,0.042643961,0.049407538,0.26384938,0.21131898,0.071368895
11/11/2024 7:09,0.025318542,0.018639505,0.25818473,0.19515863,0.037240416
11/11/2024 7:19,0.012387848,0.15524115,0.26490444,0.24238071,0.081666909
11/11/2024 7:29,0.020790283,0.21043326,0.2617752,0.18874767,0.034417011
11/11/2024 7:39,0.019182649,-0.063833609,0.25364217,0.16361025,0.046738237
11/11/2024 7:49,0.051922377,0.017379222,0.27020857,0.21516451,0.082481772
11/11/2024 7:59,0.019276183,0.15622008,0.23706304,0.089567631,0.086888932
