# comment: AGAGE GCMS-Medusa measurements. Output from GCWerks. See Miller et al. (2008), https://doi.org/10.1021/ac702084k; Arnold et al. (2012), https://doi.org/10.1021/ac300373e; or Prinn et al. (2018), https://doi.org/10.5194/essd-10-985-2018
# data_owner_email: paul.krummel@csiro.au
# data_owner: Paul Krummel
# station_long_name: Kennaook/Cape Grim, Tasmania, Australia
# inlet_base_elevation_masl: 94.000000
# inlet_latitude: -40.683333
# inlet_longitude: 144.689444
# inlet_comment: multiple inlets have been used at the station, all in close proximity to each other.
# instrument: agilent_5975
# instrument_date: 2012-08-01 00:00:00
# instrument_comment: upgraded MSD detector with generally improved precisions
# instrument_1: agilent_5973
# instrument_date_1: 2004-01-01 00:00:00
# instrument_comment_1: original MSD detector
# data_dir: /agage/capegrim-medusa
# species: hcfc-22
# calibration_scale: SIO-05
# units: ppt
# file_created: 2024-11-11 07:21:03
# flag: B for baseline, P for pollution event
# The time (DD MM YYYY hh min) indicates sample time
# mm/dd/yyyy hh:mm, year, month, day, hour, min, mole_fraction, repeability, flag
02/03/2004 10:51,2004,2,3,10,51,NaN,NaN,-
02/03/2004 12:51,2004,2,3,12,51,NaN,NaN,-
02/03/2004 14:51,2004,2,3,14,51,NaN,NaN,-
02/03/2004 16:51,2004,2,3,16,51,NaN,NaN,-
02/03/2004 20:37,2004,2,3,20,37,152.665,0.700,B
02/03/2004 22:37,2004,2,3,22,37,NaN,NaN,-
02/04/2004 00:40,2004,2,4,0,40,NaN,NaN,-
02/04/2004 14:41,2004,2,4,14,41,152.141,0.591,B
02/04/2004 16:41,2004,2,4,16,41,152.201,0.618,B
02/04/2004 18:41,2004,2,4,18,41,150.033,0.600,B
02/04/2004 20:41,2004,2,4,20,41,152.147,0.613,B
02/04/2004 22:41,2004,2,4,22,41,151.937,0.599,B
02/05/2004 00:42,2004,2,5,0,42,151.593,0.593,B
02/05/2004 02:42,2004,2,5,2,42,152.342,0.585,B
02/05/2004 04:42,2004,2,5,4,42,152.973,0.567,B
02/05/2004 06:42,2004,2,5,6,42,153.328,0.557,B
02/05/2004 08:42,2004,2,5,8,42,152.991,0.520,B
02/05/2004 10:42,2004,2,5,10,42,151.905,0.515,B
02/05/2004 12:42,2004,2,5,12,42,152.453,0.510,B
02/05/2004 14:42,2004,2,5,14,42,152.093,0.525,B
02/05/2004 16:42,2004,2,5,16,42,152.082,0.500,B
02/05/2004 18:42,2004,2,5,18,42,150.887,0.538,B
02/05/2004 20:42,2004,2,5,20,42,151.414,0.549,B
02/05/2004 22:42,2004,2,5,22,42,152.424,0.534,B
02/06/2004 00:42,2004,2,6,0,42,152.269,0.544,B
02/06/2004 02:42,2004,2,6,2,42,151.947,0.561,B
02/06/2004 04:42,2004,2,6,4,42,151.117,0.607,B
02/06/2004 06:42,2004,2,6,6,42,151.175,0.606,B
02/06/2004 08:42,2004,2,6,8,42,151.125,0.610,B
02/06/2004 10:42,2004,2,6,10,42,151.667,0.608,B
02/06/2004 12:42,2004,2,6,12,42,151.382,0.613,B
02/06/2004 14:42,2004,2,6,14,42,151.545,0.609,B
02/06/2004 16:42,2004,2,6,16,42,151.198,0.589,B
02/06/2004 18:42,2004,2,6,18,42,151.629,0.585,B
02/06/2004 20:42,2004,2,6,20,42,152.518,0.590,B
02/06/2004 22:42,2004,2,6,22,42,152.093,0.589,B
02/07/2004 00:42,2004,2,7,0,42,151.759,0.594,B
02/07/2004 02:42,2004,2,7,2,42,151.776,0.614,B
02/07/2004 04:42,2004,2,7,4,42,151.626,0.626,B
02/07/2004 06:42,2004,2,7,6,42,151.133,0.638,B
02/07/2004 08:42,2004,2,7,8,42,151.894,0.656,B
02/07/2004 10:42,2004,2,7,10,42,152.997,0.658,B
02/07/2004 12:42,2004,2,7,12,42,151.189,0.648,B
02/07/2004 14:42,2004,2,7,14,42,152.196,0.651,B
02/07/2004 16:42,2004,2,7,16,42,151.693,0.626,B
02/07/2004 18:42,2004,2,7,18,42,152.354,0.586,B
02/07/2004 20:42,2004,2,7,20,42,152.416,0.539,B
02/07/2004 22:42,2004,2,7,22,42,153.587,0.524,B
02/08/2004 00:42,2004,2,8,0,42,151.899,0.517,B
02/08/2004 02:42,2004,2,8,2,42,151.652,0.536,B
02/08/2004 04:42,2004,2,8,4,42,NaN,NaN,-
02/08/2004 07:06,2004,2,8,7,6,152.997,0.462,B
02/08/2004 09:06,2004,2,8,9,6,151.995,0.453,B
02/08/2004 11:06,2004,2,8,11,6,151.417,0.455,B
02/08/2004 13:06,2004,2,8,13,6,152.705,0.446,B
02/08/2004 15:06,2004,2,8,15,6,152.676,0.436,B
02/08/2004 17:06,2004,2,8,17,6,152.982,0.482,B
02/08/2004 19:06,2004,2,8,19,6,152.824,0.568,B
02/08/2004 21:06,2004,2,8,21,6,152.352,0.561,B
02/09/2004 07:06,2004,2,9,7,6,152.327,0.561,B
02/09/2004 09:06,2004,2,9,9,6,151.992,0.553,B
02/09/2004 11:06,2004,2,9,11,6,151.588,0.562,B
02/09/2004 13:06,2004,2,9,13,6,151.451,0.578,B
02/09/2004 15:06,2004,2,9,15,6,151.835,0.585,B
02/09/2004 17:06,2004,2,9,17,6,151.141,0.582,B
02/09/2004 19:06,2004,2,9,19,6,151.881,0.588,B
02/09/2004 21:06,2004,2,9,21,6,151.402,0.588,B
02/09/2004 23:07,2004,2,9,23,7,152.334,0.595,B
02/10/2004 01:07,2004,2,10,1,7,151.936,0.588,B
02/10/2004 03:07,2004,2,10,3,7,151.793,0.564,B
02/10/2004 05:07,2004,2,10,5,7,151.979,0.555,B
02/10/2004 07:07,2004,2,10,7,7,151.198,0.570,B
02/10/2004 09:07,2004,2,10,9,7,152.462,0.581,B
02/10/2004 11:07,2004,2,10,11,7,153.648,0.591,B
02/10/2004 13:07,2004,2,10,13,7,153.154,0.586,B
02/10/2004 15:07,2004,2,10,15,7,152.297,0.584,B
02/10/2004 17:07,2004,2,10,17,7,152.753,0.549,B
02/10/2004 19:07,2004,2,10,19,7,152.222,0.484,B
02/10/2004 21:07,2004,2,10,21,7,151.991,0.512,B
02/10/2004 23:07,2004,2,10,23,7,152.442,0.640,B
02/11/2004 01:07,2004,2,11,1,7,152.392,0.642,B
02/11/2004 03:07,2004,2,11,3,7,151.262,0.646,B
02/11/2004 05:07,2004,2,11,5,7,151.730,0.635,B
02/11/2004 07:07,2004,2,11,7,7,152.421,0.605,B
02/11/2004 09:07,2004,2,11,9,7,152.115,0.610,B
02/11/2004 11:07,2004,2,11,11,7,152.550,0.614,B
02/11/2004 13:07,2004,2,11,13,7,152.868,0.600,B
02/11/2004 15:07,2004,2,11,15,7,152.216,0.623,B
02/11/2004 17:07,2004,2,11,17,7,152.524,0.674,B
02/11/2004 19:07,2004,2,11,19,7,153.224,0.690,B
02/11/2004 21:07,2004,2,11,21,7,151.215,0.680,B
02/11/2004 23:07,2004,2,11,23,7,158.177,0.693,P
02/12/2004 01:07,2004,2,12,1,7,155.816,0.688,P
02/12/2004 03:07,2004,2,12,3,7,155.660,0.702,P
02/12/2004 05:07,2004,2,12,5,7,154.225,0.753,P
02/12/2004 07:07,2004,2,12,7,7,153.280,0.763,B
02/12/2004 09:07,2004,2,12,9,7,152.965,0.759,B
02/12/2004 11:07,2004,2,12,11,7,151.704,0.764,B
02/12/2004 13:07,2004,2,12,13,7,152.764,0.775,B
02/12/2004 15:07,2004,2,12,15,7,152.936,0.754,B
02/12/2004 17:07,2004,2,12,17,7,152.530,0.750,B
02/12/2004 19:07,2004,2,12,19,7,151.334,0.759,B
02/12/2004 21:07,2004,2,12,21,7,151.950,0.730,B
02/12/2004 23:07,2004,2,12,23,7,151.025,0.651,B
02/13/2004 01:07,2004,2,13,1,7,151.897,0.644,B
02/13/2004 03:07,2004,2,13,3,7,151.608,0.649,B
02/13/2004 05:07,2004,2,13,5,7,151.901,0.710,B
02/13/2004 07:07,2004,2,13,7,7,151.829,0.731,B
02/13/2004 09:07,2004,2,13,9,7,151.350,0.719,B
02/13/2004 11:07,2004,2,13,11,7,151.152,0.724,B
02/13/2004 13:07,2004,2,13,13,7,151.308,0.730,B
02/13/2004 15:07,2004,2,13,15,7,152.386,0.726,B
02/13/2004 17:07,2004,2,13,17,7,151.798,0.687,B
02/13/2004 19:07,2004,2,13,19,7,152.180,0.656,B
02/13/2004 21:07,2004,2,13,21,7,152.480,0.656,B
02/13/2004 23:07,2004,2,13,23,7,152.583,0.653,B
02/14/2004 01:07,2004,2,14,1,7,152.939,0.653,B
02/14/2004 03:07,2004,2,14,3,7,152.977,0.651,B
02/14/2004 05:07,2004,2,14,5,7,151.646,0.590,B
02/14/2004 07:07,2004,2,14,7,7,151.990,0.556,B
02/14/2004 09:07,2004,2,14,9,7,156.943,0.587,P
02/14/2004 11:07,2004,2,14,11,7,153.452,0.565,B
02/14/2004 13:07,2004,2,14,13,7,154.396,0.574,B
02/14/2004 15:07,2004,2,14,15,7,152.875,0.585,B
02/14/2004 17:07,2004,2,14,17,7,152.446,0.601,B
02/14/2004 19:07,2004,2,14,19,7,152.632,0.614,B
02/14/2004 21:08,2004,2,14,21,8,152.517,0.631,B
02/14/2004 23:08,2004,2,14,23,8,152.637,0.635,B
02/15/2004 01:08,2004,2,15,1,8,152.778,0.655,B
02/15/2004 03:08,2004,2,15,3,8,153.215,0.609,B
02/15/2004 05:08,2004,2,15,5,8,NaN,NaN,-
02/15/2004 07:32,2004,2,15,7,32,NaN,NaN,-
02/15/2004 09:32,2004,2,15,9,32,NaN,NaN,-
02/15/2004 11:32,2004,2,15,11,32,NaN,NaN,-
02/15/2004 13:32,2004,2,15,13,32,NaN,NaN,-
02/15/2004 15:32,2004,2,15,15,32,NaN,NaN,-
02/15/2004 17:32,2004,2,15,17,32,NaN,NaN,-
02/15/2004 19:32,2004,2,15,19,32,NaN,NaN,-
02/16/2004 05:32,2004,2,16,5,32,NaN,NaN,-
02/16/2004 07:32,2004,2,16,7,32,NaN,NaN,-
02/16/2004 09:32,2004,2,16,9,32,NaN,NaN,-
02/16/2004 11:32,2004,2,16,11,32,NaN,NaN,-
02/16/2004 13:32,2004,2,16,13,32,NaN,NaN,-
02/16/2004 15:32,2004,2,16,15,32,NaN,NaN,-
02/16/2004 17:32,2004,2,16,17,32,NaN,NaN,-
02/16/2004 19:32,2004,2,16,19,32,NaN,NaN,-
02/16/2004 21:32,2004,2,16,21,32,NaN,NaN,-
02/16/2004 23:32,2004,2,16,23,32,NaN,NaN,-
02/17/2004 01:32,2004,2,17,1,32,NaN,NaN,-
02/17/2004 03:32,2004,2,17,3,32,NaN,NaN,-
02/17/2004 06:32,2004,2,17,6,32,NaN,NaN,-
02/17/2004 08:32,2004,2,17,8,32,152.104,0.458,B
02/17/2004 10:32,2004,2,17,10,32,151.489,0.434,B
02/17/2004 12:32,2004,2,17,12,32,151.970,0.419,B
02/17/2004 14:32,2004,2,17,14,32,151.657,0.419,B
02/17/2004 16:32,2004,2,17,16,32,151.787,0.425,B
02/17/2004 18:32,2004,2,17,18,32,152.370,0.481,B
02/17/2004 20:32,2004,2,17,20,32,151.861,0.473,B
02/17/2004 22:32,2004,2,17,22,32,151.476,0.472,B
02/18/2004 08:32,2004,2,18,8,32,152.160,0.472,B
02/18/2004 10:32,2004,2,18,10,32,151.720,0.513,B
02/18/2004 12:32,2004,2,18,12,32,151.923,0.521,B
02/18/2004 14:32,2004,2,18,14,32,152.579,0.529,B
02/18/2004 16:32,2004,2,18,16,32,151.647,0.519,B
02/18/2004 18:32,2004,2,18,18,32,152.645,0.506,B
02/18/2004 20:32,2004,2,18,20,32,152.207,0.499,B
02/18/2004 22:32,2004,2,18,22,32,152.323,0.500,B
02/19/2004 00:32,2004,2,19,0,32,151.888,0.497,B
02/19/2004 02:32,2004,2,19,2,32,152.013,0.499,B
02/19/2004 04:32,2004,2,19,4,32,152.749,0.496,B
02/19/2004 06:32,2004,2,19,6,32,151.539,0.476,B
02/19/2004 08:32,2004,2,19,8,32,151.448,0.512,B
02/19/2004 10:32,2004,2,19,10,32,151.728,0.528,B
02/19/2004 12:32,2004,2,19,12,32,151.740,0.525,B
02/19/2004 14:32,2004,2,19,14,32,151.040,0.523,B
02/19/2004 16:32,2004,2,19,16,32,151.393,0.526,B
02/19/2004 18:32,2004,2,19,18,32,151.198,0.495,B
02/19/2004 20:32,2004,2,19,20,32,152.261,0.482,B
02/19/2004 22:32,2004,2,19,22,32,151.654,0.475,B
02/20/2004 00:32,2004,2,20,0,32,152.384,0.477,B
02/20/2004 02:33,2004,2,20,2,33,153.522,0.475,B
02/20/2004 04:33,2004,2,20,4,33,153.422,0.455,B
02/20/2004 06:33,2004,2,20,6,33,152.953,0.483,B
02/20/2004 08:33,2004,2,20,8,33,151.973,0.472,B
02/20/2004 10:33,2004,2,20,10,33,151.786,0.469,B
02/20/2004 12:33,2004,2,20,12,33,151.894,0.443,B
02/20/2004 14:33,2004,2,20,14,33,151.709,0.466,B
02/20/2004 16:33,2004,2,20,16,33,152.556,0.491,B
02/20/2004 18:33,2004,2,20,18,33,152.516,0.500,B
02/20/2004 20:33,2004,2,20,20,33,152.369,0.504,B
02/20/2004 22:33,2004,2,20,22,33,152.102,0.522,B
02/21/2004 00:33,2004,2,21,0,33,152.813,0.522,B
02/21/2004 02:33,2004,2,21,2,33,152.894,0.532,B
02/21/2004 04:33,2004,2,21,4,33,152.622,0.536,B
02/21/2004 06:33,2004,2,21,6,33,151.597,0.529,B
02/21/2004 08:33,2004,2,21,8,33,151.306,0.500,B
02/21/2004 10:33,2004,2,21,10,33,151.519,0.493,B
02/21/2004 12:33,2004,2,21,12,33,152.004,0.506,B
02/21/2004 14:33,2004,2,21,14,33,151.437,0.517,B
02/21/2004 16:33,2004,2,21,16,33,151.401,0.518,B
02/21/2004 18:33,2004,2,21,18,33,151.749,0.531,B
02/21/2004 20:33,2004,2,21,20,33,151.799,0.549,B
02/21/2004 22:33,2004,2,21,22,33,151.700,0.565,B
02/22/2004 00:33,2004,2,22,0,33,152.583,0.590,B
02/22/2004 02:33,2004,2,22,2,33,151.877,0.614,B
02/22/2004 04:33,2004,2,22,4,33,NaN,NaN,-
02/22/2004 06:57,2004,2,22,6,57,NaN,NaN,-
02/22/2004 08:57,2004,2,22,8,57,NaN,NaN,-
02/22/2004 10:57,2004,2,22,10,57,NaN,NaN,-
02/22/2004 12:57,2004,2,22,12,57,NaN,NaN,-
02/22/2004 14:57,2004,2,22,14,57,NaN,NaN,-
02/22/2004 16:57,2004,2,22,16,57,NaN,NaN,-
02/22/2004 18:57,2004,2,22,18,57,NaN,NaN,-
02/22/2004 20:57,2004,2,22,20,57,NaN,NaN,-
02/23/2004 06:57,2004,2,23,6,57,NaN,NaN,-
02/23/2004 08:57,2004,2,23,8,57,NaN,NaN,-
02/23/2004 10:57,2004,2,23,10,57,NaN,NaN,-
02/23/2004 12:57,2004,2,23,12,57,NaN,NaN,-
02/23/2004 14:57,2004,2,23,14,57,NaN,NaN,-
02/23/2004 16:57,2004,2,23,16,57,NaN,NaN,-
02/23/2004 18:57,2004,2,23,18,57,NaN,NaN,-
02/23/2004 20:57,2004,2,23,20,57,NaN,NaN,-
02/23/2004 22:57,2004,2,23,22,57,NaN,NaN,-
02/24/2004 00:57,2004,2,24,0,57,NaN,NaN,-
02/24/2004 02:57,2004,2,24,2,57,NaN,NaN,-
02/24/2004 04:57,2004,2,24,4,57,NaN,NaN,-
02/24/2004 06:57,2004,2,24,6,57,NaN,NaN,-
02/24/2004 08:57,2004,2,24,8,57,NaN,NaN,-
02/24/2004 10:57,2004,2,24,10,57,NaN,NaN,-
02/24/2004 12:57,2004,2,24,12,57,NaN,NaN,-
02/24/2004 14:57,2004,2,24,14,57,NaN,NaN,-
02/24/2004 16:57,2004,2,24,16,57,NaN,NaN,-
02/24/2004 18:57,2004,2,24,18,57,NaN,NaN,-
02/24/2004 20:57,2004,2,24,20,57,NaN,NaN,-
02/25/2004 01:00,2004,2,25,1,0,NaN,NaN,-
02/25/2004 03:08,2004,2,25,3,8,NaN,NaN,-
02/25/2004 05:08,2004,2,25,5,8,151.893,NaN,B
02/25/2004 21:08,2004,2,25,21,8,151.406,NaN,B
02/25/2004 23:08,2004,2,25,23,8,152.401,0.692,B
02/26/2004 15:08,2004,2,26,15,8,152.382,0.634,B
02/26/2004 17:09,2004,2,26,17,9,152.896,0.643,B
02/26/2004 19:09,2004,2,26,19,9,153.048,0.648,B
02/26/2004 21:09,2004,2,26,21,9,152.422,0.645,B
02/26/2004 23:09,2004,2,26,23,9,152.877,0.648,B
02/27/2004 01:09,2004,2,27,1,9,152.955,0.615,B
02/27/2004 03:09,2004,2,27,3,9,153.071,0.599,B
02/27/2004 05:09,2004,2,27,5,9,153.542,0.601,B
02/27/2004 07:09,2004,2,27,7,9,152.220,0.581,B
02/27/2004 09:09,2004,2,27,9,9,153.380,0.624,B
02/27/2004 11:09,2004,2,27,11,9,151.682,0.647,B
02/27/2004 13:09,2004,2,27,13,9,152.180,0.650,B
02/27/2004 15:09,2004,2,27,15,9,152.266,0.667,B
02/27/2004 17:09,2004,2,27,17,9,152.639,0.652,B
02/27/2004 19:09,2004,2,27,19,9,152.269,0.643,B
02/27/2004 21:09,2004,2,27,21,9,152.329,0.652,B
02/27/2004 23:09,2004,2,27,23,9,151.918,0.638,B
02/28/2004 01:09,2004,2,28,1,9,151.448,0.623,B
02/28/2004 03:09,2004,2,28,3,9,152.048,0.605,B
02/28/2004 05:09,2004,2,28,5,9,151.719,0.571,B
02/28/2004 07:09,2004,2,28,7,9,152.702,0.570,B
02/28/2004 09:09,2004,2,28,9,9,153.248,0.558,B
02/28/2004 11:09,2004,2,28,11,9,152.999,0.573,B
02/28/2004 13:09,2004,2,28,13,9,152.181,0.577,B
02/28/2004 15:09,2004,2,28,15,9,151.638,0.576,B
02/28/2004 17:09,2004,2,28,17,9,151.864,0.565,B
02/28/2004 19:09,2004,2,28,19,9,151.691,0.533,B
02/28/2004 21:09,2004,2,28,21,9,153.135,0.529,B
02/28/2004 23:09,2004,2,28,23,9,151.739,0.539,B
02/29/2004 01:09,2004,2,29,1,9,151.764,0.558,B
02/29/2004 03:09,2004,2,29,3,9,151.543,0.558,B
02/29/2004 05:09,2004,2,29,5,9,151.679,0.570,B
02/29/2004 07:09,2004,2,29,7,9,151.371,0.581,B
02/29/2004 09:09,2004,2,29,9,9,152.436,0.596,B
02/29/2004 11:09,2004,2,29,11,9,152.174,0.574,B
02/29/2004 13:09,2004,2,29,13,9,151.585,0.541,B
02/29/2004 15:09,2004,2,29,15,9,151.299,0.499,B
02/29/2004 17:09,2004,2,29,17,9,151.527,0.464,B
02/29/2004 19:09,2004,2,29,19,9,152.272,0.463,B
02/29/2004 21:09,2004,2,29,21,9,152.079,0.472,B
03/01/2004 07:09,2004,3,1,7,9,151.717,0.487,B
03/01/2004 09:09,2004,3,1,9,9,153.344,0.503,B
03/01/2004 11:09,2004,3,1,11,9,152.296,0.510,B
