# comment: AGAGE GCMS-Medusa measurements. Output from GCWerks. See Miller et al. (2008), https://doi.org/10.1021/ac702084k; Arnold et al. (2012), https://doi.org/10.1021/ac300373e; or Prinn et al. (2018), https://doi.org/10.5194/essd-10-985-2018
# data_owner_email: paul.krummel@csiro.au
# data_owner: Paul Krummel
# station_long_name: Kennaook/Cape Grim, Tasmania, Australia
# inlet_base_elevation_masl: 94.000000
# inlet_latitude: -40.683333
# inlet_longitude: 144.689444
# inlet_comment: multiple inlets have been used at the station, all in close proximity to each other.
# instrument: agilent_5975
# instrument_date: 2012-08-01 00:00:00
# instrument_comment: upgraded MSD detector with generally improved precisions
# instrument_1: agilent_5973
# instrument_date_1: 2004-01-01 00:00:00
# instrument_comment_1: original MSD detector
# data_dir: /agage/capegrim-medusa
# species: hfc-134a
# calibration_scale: SIO-05
# units: ppt
# file_created: 2024-11-11 07:21:03
# flag: B for baseline, P for pollution event
# The time (DD MM YYYY hh min) indicates sample time
# mm/dd/yyyy hh:mm, year, month, day, hour, min, mole_fraction, repeability, flag
02/03/2004 10:51,2004,2,3,10,51,NaN,NaN,-
02/03/2004 12:51,2004,2,3,12,51,NaN,NaN,-
02/03/2004 14:51,2004,2,3,14,51,NaN,NaN,-
02/03/2004 16:51,2004,2,3,16,51,NaN,NaN,-
02/03/2004 20:37,2004,2,3,20,37,24.266,0.136,B
02/03/2004 22:37,2004,2,3,22,37,NaN,NaN,-
02/04/2004 00:40,2004,2,4,0,40,NaN,NaN,-
02/04/2004 14:41,2004,2,4,14,41,24.462,0.107,B
02/04/2004 16:41,2004,2,4,16,41,24.537,0.105,B
02/04/2004 18:41,2004,2,4,18,41,24.448,0.103,B
02/04/2004 20:41,2004,2,4,20,41,24.314,0.102,B
02/04/2004 22:41,2004,2,4,22,41,23.996,0.099,B
02/05/2004 00:42,2004,2,5,0,42,24.489,0.099,B
02/05/2004 02:42,2004,2,5,2,42,24.734,0.098,B
02/05/2004 04:42,2004,2,5,4,42,25.156,0.098,P
02/05/2004 06:42,2004,2,5,6,42,25.468,0.094,P
02/05/2004 08:42,2004,2,5,8,42,25.125,0.082,P
02/05/2004 10:42,2004,2,5,10,42,24.561,0.077,B
02/05/2004 12:42,2004,2,5,12,42,24.449,0.078,B
02/05/2004 14:42,2004,2,5,14,42,24.498,0.080,B
02/05/2004 16:42,2004,2,5,16,42,24.346,0.076,B
02/05/2004 18:42,2004,2,5,18,42,24.401,0.072,B
02/05/2004 20:42,2004,2,5,20,42,24.554,0.069,B
02/05/2004 22:42,2004,2,5,22,42,24.369,0.065,B
02/06/2004 00:42,2004,2,6,0,42,24.244,0.062,B
02/06/2004 02:42,2004,2,6,2,42,24.257,0.062,B
02/06/2004 04:42,2004,2,6,4,42,24.349,0.067,B
02/06/2004 06:42,2004,2,6,6,42,24.316,0.078,B
02/06/2004 08:42,2004,2,6,8,42,24.275,0.079,B
02/06/2004 10:42,2004,2,6,10,42,24.272,0.082,B
02/06/2004 12:42,2004,2,6,12,42,24.155,0.081,B
02/06/2004 14:42,2004,2,6,14,42,24.417,0.082,B
02/06/2004 16:42,2004,2,6,16,42,24.333,0.083,B
02/06/2004 18:42,2004,2,6,18,42,24.022,0.080,B
02/06/2004 20:42,2004,2,6,20,42,24.097,0.080,B
02/06/2004 22:42,2004,2,6,22,42,24.223,0.094,B
02/07/2004 00:42,2004,2,7,0,42,24.499,0.097,B
02/07/2004 02:42,2004,2,7,2,42,24.369,0.100,B
02/07/2004 04:42,2004,2,7,4,42,24.245,0.101,B
02/07/2004 06:42,2004,2,7,6,42,24.329,0.104,B
02/07/2004 08:42,2004,2,7,8,42,24.396,0.110,B
02/07/2004 10:42,2004,2,7,10,42,24.396,0.111,B
02/07/2004 12:42,2004,2,7,12,42,24.358,0.112,B
02/07/2004 14:42,2004,2,7,14,42,24.188,0.114,B
02/07/2004 16:42,2004,2,7,16,42,24.231,0.115,B
02/07/2004 18:42,2004,2,7,18,42,24.259,0.116,B
02/07/2004 20:42,2004,2,7,20,42,24.381,0.117,B
02/07/2004 22:42,2004,2,7,22,42,24.697,0.118,B
02/08/2004 00:42,2004,2,8,0,42,24.454,0.122,B
02/08/2004 02:42,2004,2,8,2,42,24.532,0.126,B
02/08/2004 04:42,2004,2,8,4,42,NaN,NaN,-
02/08/2004 07:06,2004,2,8,7,6,24.936,0.124,B
02/08/2004 09:06,2004,2,8,9,6,24.400,0.114,B
02/08/2004 11:06,2004,2,8,11,6,24.448,0.110,B
02/08/2004 13:06,2004,2,8,13,6,24.432,0.109,B
02/08/2004 15:06,2004,2,8,15,6,24.343,0.111,B
02/08/2004 17:06,2004,2,8,17,6,24.502,0.114,B
02/08/2004 19:06,2004,2,8,19,6,24.539,0.118,B
02/08/2004 21:06,2004,2,8,21,6,24.699,0.138,B
02/09/2004 07:06,2004,2,9,7,6,24.227,0.130,B
02/09/2004 09:06,2004,2,9,9,6,24.460,0.129,B
02/09/2004 11:06,2004,2,9,11,6,24.558,0.133,B
02/09/2004 13:06,2004,2,9,13,6,24.507,0.132,B
02/09/2004 15:06,2004,2,9,15,6,24.494,0.129,B
02/09/2004 17:06,2004,2,9,17,6,24.285,0.124,B
02/09/2004 19:06,2004,2,9,19,6,24.450,0.125,B
02/09/2004 21:06,2004,2,9,21,6,24.376,0.126,B
02/09/2004 23:07,2004,2,9,23,7,24.381,0.133,B
02/10/2004 01:07,2004,2,10,1,7,24.571,0.128,B
02/10/2004 03:07,2004,2,10,3,7,24.399,0.126,B
02/10/2004 05:07,2004,2,10,5,7,24.418,0.131,B
02/10/2004 07:07,2004,2,10,7,7,24.379,0.134,B
02/10/2004 09:07,2004,2,10,9,7,24.278,0.133,B
02/10/2004 11:07,2004,2,10,11,7,24.281,0.136,B
02/10/2004 13:07,2004,2,10,13,7,24.350,0.137,B
02/10/2004 15:07,2004,2,10,15,7,24.458,0.137,B
02/10/2004 17:07,2004,2,10,17,7,24.552,0.136,B
02/10/2004 19:07,2004,2,10,19,7,24.223,0.136,B
02/10/2004 21:07,2004,2,10,21,7,24.237,0.132,B
02/10/2004 23:07,2004,2,10,23,7,24.056,0.126,B
02/11/2004 01:07,2004,2,11,1,7,24.491,0.125,B
02/11/2004 03:07,2004,2,11,3,7,24.613,0.127,B
02/11/2004 05:07,2004,2,11,5,7,24.495,0.126,B
02/11/2004 07:07,2004,2,11,7,7,24.651,0.143,B
02/11/2004 09:07,2004,2,11,9,7,25.287,0.146,P
02/11/2004 11:07,2004,2,11,11,7,24.483,0.140,B
02/11/2004 13:07,2004,2,11,13,7,24.501,0.140,B
02/11/2004 15:07,2004,2,11,15,7,24.667,0.142,B
02/11/2004 17:07,2004,2,11,17,7,24.650,0.141,B
02/11/2004 19:07,2004,2,11,19,7,24.594,0.143,B
02/11/2004 21:07,2004,2,11,21,7,24.801,0.143,B
02/11/2004 23:07,2004,2,11,23,7,24.721,0.131,B
02/12/2004 01:07,2004,2,12,1,7,24.610,0.130,B
02/12/2004 03:07,2004,2,12,3,7,25.371,0.137,P
02/12/2004 05:07,2004,2,12,5,7,27.232,0.141,P
02/12/2004 07:07,2004,2,12,7,7,25.886,0.128,P
02/12/2004 09:07,2004,2,12,9,7,24.829,0.123,B
02/12/2004 11:07,2004,2,12,11,7,24.357,0.123,B
02/12/2004 13:07,2004,2,12,13,7,24.664,0.125,B
02/12/2004 15:07,2004,2,12,15,7,24.648,0.123,B
02/12/2004 17:07,2004,2,12,17,7,24.657,0.127,B
02/12/2004 19:07,2004,2,12,19,7,24.879,0.130,B
02/12/2004 21:07,2004,2,12,21,7,24.609,0.129,B
02/12/2004 23:07,2004,2,12,23,7,24.639,0.130,B
02/13/2004 01:07,2004,2,13,1,7,24.582,0.120,B
02/13/2004 03:07,2004,2,13,3,7,24.678,0.115,B
02/13/2004 05:07,2004,2,13,5,7,24.826,0.121,B
02/13/2004 07:07,2004,2,13,7,7,24.857,0.112,B
02/13/2004 09:07,2004,2,13,9,7,24.577,0.098,B
02/13/2004 11:07,2004,2,13,11,7,24.708,0.097,B
02/13/2004 13:07,2004,2,13,13,7,24.478,0.097,B
02/13/2004 15:07,2004,2,13,15,7,24.684,0.093,B
02/13/2004 17:07,2004,2,13,17,7,24.841,0.092,B
02/13/2004 19:07,2004,2,13,19,7,24.603,0.093,B
02/13/2004 21:07,2004,2,13,21,7,24.706,0.096,B
02/13/2004 23:07,2004,2,13,23,7,24.827,0.101,B
02/14/2004 01:07,2004,2,14,1,7,24.815,0.108,B
02/14/2004 03:07,2004,2,14,3,7,24.952,0.115,P
02/14/2004 05:07,2004,2,14,5,7,24.811,0.117,B
02/14/2004 07:07,2004,2,14,7,7,24.686,0.119,B
02/14/2004 09:07,2004,2,14,9,7,24.935,0.121,P
02/14/2004 11:07,2004,2,14,11,7,24.861,0.122,B
02/14/2004 13:07,2004,2,14,13,7,24.797,0.123,B
02/14/2004 15:07,2004,2,14,15,7,24.967,0.123,P
02/14/2004 17:07,2004,2,14,17,7,25.073,0.127,P
02/14/2004 19:07,2004,2,14,19,7,25.187,0.126,P
02/14/2004 21:08,2004,2,14,21,8,25.226,0.130,P
02/14/2004 23:08,2004,2,14,23,8,24.963,0.122,P
02/15/2004 01:08,2004,2,15,1,8,25.158,0.124,P
02/15/2004 03:08,2004,2,15,3,8,24.995,0.124,B
02/15/2004 05:08,2004,2,15,5,8,NaN,NaN,-
02/15/2004 07:32,2004,2,15,7,32,NaN,NaN,-
02/15/2004 09:32,2004,2,15,9,32,NaN,NaN,-
02/15/2004 11:32,2004,2,15,11,32,NaN,NaN,-
02/15/2004 13:32,2004,2,15,13,32,NaN,NaN,-
02/15/2004 15:32,2004,2,15,15,32,NaN,NaN,-
02/15/2004 17:32,2004,2,15,17,32,NaN,NaN,-
02/15/2004 19:32,2004,2,15,19,32,NaN,NaN,-
02/16/2004 05:32,2004,2,16,5,32,NaN,NaN,-
02/16/2004 07:32,2004,2,16,7,32,NaN,NaN,-
02/16/2004 09:32,2004,2,16,9,32,NaN,NaN,-
02/16/2004 11:32,2004,2,16,11,32,NaN,NaN,-
02/16/2004 13:32,2004,2,16,13,32,NaN,NaN,-
02/16/2004 15:32,2004,2,16,15,32,NaN,NaN,-
02/16/2004 17:32,2004,2,16,17,32,NaN,NaN,-
02/16/2004 19:32,2004,2,16,19,32,NaN,NaN,-
02/16/2004 21:32,2004,2,16,21,32,NaN,NaN,-
02/16/2004 23:32,2004,2,16,23,32,NaN,NaN,-
02/17/2004 01:32,2004,2,17,1,32,NaN,NaN,-
02/17/2004 03:32,2004,2,17,3,32,NaN,NaN,-
02/17/2004 06:32,2004,2,17,6,32,24.369,0.107,B
02/17/2004 08:32,2004,2,17,8,32,24.514,0.113,B
02/17/2004 10:32,2004,2,17,10,32,24.875,0.111,B
02/17/2004 12:32,2004,2,17,12,32,24.600,0.107,B
02/17/2004 14:32,2004,2,17,14,32,24.838,0.108,B
02/17/2004 16:32,2004,2,17,16,32,24.434,0.108,B
02/17/2004 18:32,2004,2,17,18,32,24.358,0.122,B
02/17/2004 20:32,2004,2,17,20,32,24.540,0.122,B
02/17/2004 22:32,2004,2,17,22,32,24.440,0.122,B
02/18/2004 08:32,2004,2,18,8,32,24.485,0.138,B
02/18/2004 10:32,2004,2,18,10,32,24.472,0.135,B
02/18/2004 12:32,2004,2,18,12,32,24.452,0.134,B
02/18/2004 14:32,2004,2,18,14,32,24.518,0.134,B
02/18/2004 16:32,2004,2,18,16,32,24.484,0.139,B
02/18/2004 18:32,2004,2,18,18,32,24.695,0.135,B
02/18/2004 20:32,2004,2,18,20,32,24.532,0.134,B
02/18/2004 22:32,2004,2,18,22,32,24.530,0.135,B
02/19/2004 00:32,2004,2,19,0,32,24.548,0.135,B
02/19/2004 02:32,2004,2,19,2,32,24.220,0.133,B
02/19/2004 04:32,2004,2,19,4,32,24.648,0.136,B
02/19/2004 06:32,2004,2,19,6,32,24.326,0.134,B
02/19/2004 08:32,2004,2,19,8,32,24.350,0.130,B
02/19/2004 10:32,2004,2,19,10,32,24.465,0.130,B
02/19/2004 12:32,2004,2,19,12,32,24.521,0.139,B
02/19/2004 14:32,2004,2,19,14,32,24.324,0.152,B
02/19/2004 16:32,2004,2,19,16,32,24.461,0.157,B
02/19/2004 18:32,2004,2,19,18,32,24.602,0.150,B
02/19/2004 20:32,2004,2,19,20,32,24.422,0.147,B
02/19/2004 22:32,2004,2,19,22,32,24.491,0.145,B
02/20/2004 00:32,2004,2,20,0,32,25.374,0.144,P
02/20/2004 02:33,2004,2,20,2,33,25.015,0.131,B
02/20/2004 04:33,2004,2,20,4,33,24.983,0.128,B
02/20/2004 06:33,2004,2,20,6,33,24.606,0.123,B
02/20/2004 08:33,2004,2,20,8,33,24.511,0.122,B
02/20/2004 10:33,2004,2,20,10,33,24.658,0.125,B
02/20/2004 12:33,2004,2,20,12,33,24.441,0.125,B
02/20/2004 14:33,2004,2,20,14,33,24.721,0.122,B
02/20/2004 16:33,2004,2,20,16,33,24.607,0.113,B
02/20/2004 18:33,2004,2,20,18,33,24.656,0.115,B
02/20/2004 20:33,2004,2,20,20,33,24.627,0.115,B
02/20/2004 22:33,2004,2,20,22,33,24.605,0.117,B
02/21/2004 00:33,2004,2,21,0,33,24.690,0.118,B
02/21/2004 02:33,2004,2,21,2,33,24.496,0.119,B
02/21/2004 04:33,2004,2,21,4,33,24.576,0.122,B
02/21/2004 06:33,2004,2,21,6,33,24.693,0.125,B
02/21/2004 08:33,2004,2,21,8,33,24.582,0.127,B
02/21/2004 10:33,2004,2,21,10,33,24.625,0.130,B
02/21/2004 12:33,2004,2,21,12,33,24.627,0.120,B
02/21/2004 14:33,2004,2,21,14,33,24.484,0.096,B
02/21/2004 16:33,2004,2,21,16,33,24.782,0.084,B
02/21/2004 18:33,2004,2,21,18,33,24.553,0.086,B
02/21/2004 20:33,2004,2,21,20,33,24.630,0.086,B
02/21/2004 22:33,2004,2,21,22,33,24.397,0.088,B
02/22/2004 00:33,2004,2,22,0,33,24.428,0.091,B
02/22/2004 02:33,2004,2,22,2,33,24.556,0.096,B
02/22/2004 04:33,2004,2,22,4,33,NaN,NaN,-
02/22/2004 06:57,2004,2,22,6,57,NaN,NaN,-
02/22/2004 08:57,2004,2,22,8,57,NaN,NaN,-
02/22/2004 10:57,2004,2,22,10,57,NaN,NaN,-
02/22/2004 12:57,2004,2,22,12,57,NaN,NaN,-
02/22/2004 14:57,2004,2,22,14,57,NaN,NaN,-
02/22/2004 16:57,2004,2,22,16,57,NaN,NaN,-
02/22/2004 18:57,2004,2,22,18,57,NaN,NaN,-
02/22/2004 20:57,2004,2,22,20,57,NaN,NaN,-
02/23/2004 06:57,2004,2,23,6,57,NaN,NaN,-
02/23/2004 08:57,2004,2,23,8,57,NaN,NaN,-
02/23/2004 10:57,2004,2,23,10,57,NaN,NaN,-
02/23/2004 12:57,2004,2,23,12,57,NaN,NaN,-
02/23/2004 14:57,2004,2,23,14,57,NaN,NaN,-
02/23/2004 16:57,2004,2,23,16,57,NaN,NaN,-
02/23/2004 18:57,2004,2,23,18,57,NaN,NaN,-
02/23/2004 20:57,2004,2,23,20,57,NaN,NaN,-
02/23/2004 22:57,2004,2,23,22,57,NaN,NaN,-
02/24/2004 00:57,2004,2,24,0,57,NaN,NaN,-
02/24/2004 02:57,2004,2,24,2,57,NaN,NaN,-
02/24/2004 04:57,2004,2,24,4,57,NaN,NaN,-
02/24/2004 06:57,2004,2,24,6,57,NaN,NaN,-
02/24/2004 08:57,2004,2,24,8,57,NaN,NaN,-
02/24/2004 10:57,2004,2,24,10,57,NaN,NaN,-
02/24/2004 12:57,2004,2,24,12,57,NaN,NaN,-
02/24/2004 14:57,2004,2,24,14,57,NaN,NaN,-
02/24/2004 16:57,2004,2,24,16,57,NaN,NaN,-
02/24/2004 18:57,2004,2,24,18,57,NaN,NaN,-
02/24/2004 20:57,2004,2,24,20,57,NaN,NaN,-
02/25/2004 01:00,2004,2,25,1,0,NaN,NaN,-
02/25/2004 03:08,2004,2,25,3,8,NaN,NaN,-
02/25/2004 05:08,2004,2,25,5,8,24.609,NaN,B
02/25/2004 21:08,2004,2,25,21,8,24.716,NaN,B
02/25/2004 23:08,2004,2,25,23,8,24.603,0.139,B
02/26/2004 15:08,2004,2,26,15,8,24.881,0.104,B
02/26/2004 17:09,2004,2,26,17,9,24.582,0.104,B
02/26/2004 19:09,2004,2,26,19,9,24.741,0.101,B
02/26/2004 21:09,2004,2,26,21,9,24.635,0.101,B
02/26/2004 23:09,2004,2,26,23,9,25.006,0.100,B
02/27/2004 01:09,2004,2,27,1,9,24.960,0.114,B
02/27/2004 03:09,2004,2,27,3,9,25.321,0.140,P
02/27/2004 05:09,2004,2,27,5,9,25.296,0.140,P
02/27/2004 07:09,2004,2,27,7,9,24.637,0.141,B
02/27/2004 09:09,2004,2,27,9,9,24.473,0.135,B
02/27/2004 11:09,2004,2,27,11,9,24.595,0.136,B
02/27/2004 13:09,2004,2,27,13,9,24.546,0.135,B
02/27/2004 15:09,2004,2,27,15,9,24.562,0.136,B
02/27/2004 17:09,2004,2,27,17,9,24.742,0.137,B
02/27/2004 19:09,2004,2,27,19,9,24.695,0.137,B
02/27/2004 21:09,2004,2,27,21,9,24.618,0.137,B
02/27/2004 23:09,2004,2,27,23,9,24.691,0.138,B
02/28/2004 01:09,2004,2,28,1,9,24.918,0.137,B
02/28/2004 03:09,2004,2,28,3,9,24.929,0.139,B
02/28/2004 05:09,2004,2,28,5,9,24.721,0.141,B
02/28/2004 07:09,2004,2,28,7,9,24.947,0.144,B
02/28/2004 09:09,2004,2,28,9,9,24.901,0.142,B
02/28/2004 11:09,2004,2,28,11,9,24.772,0.141,B
02/28/2004 13:09,2004,2,28,13,9,24.404,0.142,B
02/28/2004 15:09,2004,2,28,15,9,24.617,0.138,B
02/28/2004 17:09,2004,2,28,17,9,24.545,0.139,B
02/28/2004 19:09,2004,2,28,19,9,24.420,0.139,B
02/28/2004 21:09,2004,2,28,21,9,24.433,0.142,B
02/28/2004 23:09,2004,2,28,23,9,24.475,0.141,B
02/29/2004 01:09,2004,2,29,1,9,24.346,0.135,B
02/29/2004 03:09,2004,2,29,3,9,24.495,0.132,B
02/29/2004 05:09,2004,2,29,5,9,24.370,0.113,B
02/29/2004 07:09,2004,2,29,7,9,24.488,0.108,B
02/29/2004 09:09,2004,2,29,9,9,24.535,0.108,B
02/29/2004 11:09,2004,2,29,11,9,24.367,0.108,B
02/29/2004 13:09,2004,2,29,13,9,24.436,0.106,B
02/29/2004 15:09,2004,2,29,15,9,24.221,0.105,B
02/29/2004 17:09,2004,2,29,17,9,24.382,0.104,B
02/29/2004 19:09,2004,2,29,19,9,24.742,0.111,B
02/29/2004 21:09,2004,2,29,21,9,24.474,0.108,B
03/01/2004 07:09,2004,3,1,7,9,NaN,NaN,-
03/01/2004 09:09,2004,3,1,9,9,24.664,0.106,B
03/01/2004 11:09,2004,3,1,11,9,24.704,0.108,B
