# comment: AGAGE GCMS-Medusa measurements. Output from GCWerks. See Miller et al. (2008), https://doi.org/10.1021/ac702084k; Arnold et al. (2012), https://doi.org/10.1021/ac300373e; or Prinn et al. (2018), https://doi.org/10.5194/essd-10-985-2018
# data_owner_email: paul.krummel@csiro.au
# data_owner: Paul Krummel
# station_long_name: Kennaook/Cape Grim, Tasmania, Australia
# inlet_base_elevation_masl: 94.000000
# inlet_latitude: -40.683333
# inlet_longitude: 144.689444
# inlet_comment: multiple inlets have been used at the station, all in close proximity to each other.
# instrument: agilent_5975
# instrument_date: 2012-08-01 00:00:00
# instrument_comment: upgraded MSD detector with generally improved precisions
# instrument_1: agilent_5973
# instrument_date_1: 2004-01-01 00:00:00
# instrument_comment_1: original MSD detector
# data_dir: /agage/capegrim-medusa
# species: hfc-125
# calibration_scale: SIO-14
# units: ppt
# file_created: 2024-11-11 07:21:03
# flag: B for baseline, P for pollution event
# The time (DD MM YYYY hh min) indicates sample time
# mm/dd/yyyy hh:mm, year, month, day, hour, min, mole_fraction, repeability, flag
02/03/2004 10:51,2004,2,3,10,51,NaN,NaN,-
02/03/2004 12:51,2004,2,3,12,51,NaN,NaN,-
02/03/2004 14:51,2004,2,3,14,51,NaN,NaN,-
02/03/2004 16:51,2004,2,3,16,51,NaN,NaN,-
02/03/2004 20:37,2004,2,3,20,37,NaN,NaN,-
02/03/2004 22:37,2004,2,3,22,37,NaN,NaN,-
02/04/2004 00:40,2004,2,4,0,40,NaN,NaN,-
02/04/2004 14:41,2004,2,4,14,41,2.780,0.027,B
02/04/2004 16:41,2004,2,4,16,41,2.770,0.026,B
02/04/2004 18:41,2004,2,4,18,41,2.802,0.026,B
02/04/2004 20:41,2004,2,4,20,41,2.753,0.026,B
02/04/2004 22:41,2004,2,4,22,41,2.784,0.026,B
02/05/2004 00:42,2004,2,5,0,42,2.789,0.026,B
02/05/2004 02:42,2004,2,5,2,42,2.801,0.025,B
02/05/2004 04:42,2004,2,5,4,42,2.867,0.025,P
02/05/2004 06:42,2004,2,5,6,42,3.043,0.026,P
02/05/2004 08:42,2004,2,5,8,42,2.900,0.025,P
02/05/2004 10:42,2004,2,5,10,42,2.777,0.024,B
02/05/2004 12:42,2004,2,5,12,42,2.720,0.023,B
02/05/2004 14:42,2004,2,5,14,42,2.798,0.023,B
02/05/2004 16:42,2004,2,5,16,42,2.809,0.023,B
02/05/2004 18:42,2004,2,5,18,42,2.793,0.023,B
02/05/2004 20:42,2004,2,5,20,42,2.779,0.023,B
02/05/2004 22:42,2004,2,5,22,42,2.773,0.024,B
02/06/2004 00:42,2004,2,6,0,42,2.775,0.024,B
02/06/2004 02:42,2004,2,6,2,42,2.758,0.023,B
02/06/2004 04:42,2004,2,6,4,42,2.699,0.022,B
02/06/2004 06:42,2004,2,6,6,42,2.709,0.022,B
02/06/2004 08:42,2004,2,6,8,42,2.714,0.022,B
02/06/2004 10:42,2004,2,6,10,42,2.717,0.021,B
02/06/2004 12:42,2004,2,6,12,42,2.729,0.017,B
02/06/2004 14:42,2004,2,6,14,42,2.710,0.017,B
02/06/2004 16:42,2004,2,6,16,42,2.725,0.017,B
02/06/2004 18:42,2004,2,6,18,42,2.746,0.017,B
02/06/2004 20:42,2004,2,6,20,42,2.729,0.016,B
02/06/2004 22:42,2004,2,6,22,42,2.746,0.015,B
02/07/2004 00:42,2004,2,7,0,42,2.786,0.015,B
02/07/2004 02:42,2004,2,7,2,42,2.686,0.015,B
02/07/2004 04:42,2004,2,7,4,42,2.746,0.015,B
02/07/2004 06:42,2004,2,7,6,42,2.811,0.015,B
02/07/2004 08:42,2004,2,7,8,42,2.804,0.015,B
02/07/2004 10:42,2004,2,7,10,42,2.760,0.016,B
02/07/2004 12:42,2004,2,7,12,42,2.756,0.016,B
02/07/2004 14:42,2004,2,7,14,42,2.776,0.021,B
02/07/2004 16:42,2004,2,7,16,42,2.769,0.021,B
02/07/2004 18:42,2004,2,7,18,42,2.749,0.029,B
02/07/2004 20:42,2004,2,7,20,42,2.819,0.030,B
02/07/2004 22:42,2004,2,7,22,42,2.772,0.029,B
02/08/2004 00:42,2004,2,8,0,42,2.781,0.029,B
02/08/2004 02:42,2004,2,8,2,42,2.825,0.029,B
02/08/2004 04:42,2004,2,8,4,42,NaN,NaN,-
02/08/2004 07:06,2004,2,8,7,6,2.819,0.032,B
02/08/2004 09:06,2004,2,8,9,6,2.781,0.034,B
02/08/2004 11:06,2004,2,8,11,6,2.749,0.033,B
02/08/2004 13:06,2004,2,8,13,6,2.716,0.033,B
02/08/2004 15:06,2004,2,8,15,6,2.775,0.034,B
02/08/2004 17:06,2004,2,8,17,6,2.757,0.035,B
02/08/2004 19:06,2004,2,8,19,6,2.791,0.036,B
02/08/2004 21:06,2004,2,8,21,6,2.738,0.036,B
02/09/2004 07:06,2004,2,9,7,6,2.717,0.044,B
02/09/2004 09:06,2004,2,9,9,6,2.787,0.045,B
02/09/2004 11:06,2004,2,9,11,6,2.723,0.043,B
02/09/2004 13:06,2004,2,9,13,6,2.720,0.040,B
02/09/2004 15:06,2004,2,9,15,6,2.744,0.038,B
02/09/2004 17:06,2004,2,9,17,6,2.785,0.039,B
02/09/2004 19:06,2004,2,9,19,6,2.717,0.039,B
02/09/2004 21:06,2004,2,9,21,6,2.759,0.039,B
02/09/2004 23:07,2004,2,9,23,7,2.757,0.039,B
02/10/2004 01:07,2004,2,10,1,7,2.735,0.041,B
02/10/2004 03:07,2004,2,10,3,7,2.767,0.042,B
02/10/2004 05:07,2004,2,10,5,7,2.744,0.045,B
02/10/2004 07:07,2004,2,10,7,7,2.739,0.043,B
02/10/2004 09:07,2004,2,10,9,7,2.729,0.042,B
02/10/2004 11:07,2004,2,10,11,7,2.712,0.042,B
02/10/2004 13:07,2004,2,10,13,7,2.738,0.043,B
02/10/2004 15:07,2004,2,10,15,7,2.747,0.042,B
02/10/2004 17:07,2004,2,10,17,7,2.697,0.041,B
02/10/2004 19:07,2004,2,10,19,7,2.711,0.041,B
02/10/2004 21:07,2004,2,10,21,7,2.782,0.043,B
02/10/2004 23:07,2004,2,10,23,7,2.715,0.048,B
02/11/2004 01:07,2004,2,11,1,7,2.731,0.047,B
02/11/2004 03:07,2004,2,11,3,7,2.738,0.046,B
02/11/2004 05:07,2004,2,11,5,7,2.810,0.044,B
02/11/2004 07:07,2004,2,11,7,7,2.776,0.043,B
02/11/2004 09:07,2004,2,11,9,7,2.905,0.044,P
02/11/2004 11:07,2004,2,11,11,7,2.836,0.044,B
02/11/2004 13:07,2004,2,11,13,7,2.798,0.043,B
02/11/2004 15:07,2004,2,11,15,7,2.723,0.042,B
02/11/2004 17:07,2004,2,11,17,7,2.773,0.042,B
02/11/2004 19:07,2004,2,11,19,7,2.717,0.041,B
02/11/2004 21:07,2004,2,11,21,7,2.788,0.043,B
02/11/2004 23:07,2004,2,11,23,7,3.109,0.050,P
02/12/2004 01:07,2004,2,12,1,7,3.129,0.051,P
02/12/2004 03:07,2004,2,12,3,7,2.974,0.047,P
02/12/2004 05:07,2004,2,12,5,7,2.967,0.043,P
02/12/2004 07:07,2004,2,12,7,7,2.960,0.041,P
02/12/2004 09:07,2004,2,12,9,7,2.847,0.042,B
02/12/2004 11:07,2004,2,12,11,7,2.785,0.042,B
02/12/2004 13:07,2004,2,12,13,7,2.735,0.043,B
02/12/2004 15:07,2004,2,12,15,7,2.782,0.043,B
02/12/2004 17:07,2004,2,12,17,7,2.776,0.043,B
02/12/2004 19:07,2004,2,12,19,7,2.756,0.043,B
02/12/2004 21:07,2004,2,12,21,7,2.709,0.041,B
02/12/2004 23:07,2004,2,12,23,7,2.755,0.037,B
02/13/2004 01:07,2004,2,13,1,7,2.731,0.033,B
02/13/2004 03:07,2004,2,13,3,7,2.730,0.032,B
02/13/2004 05:07,2004,2,13,5,7,2.791,0.033,B
02/13/2004 07:07,2004,2,13,7,7,2.775,0.034,B
02/13/2004 09:07,2004,2,13,9,7,2.798,0.035,B
02/13/2004 11:07,2004,2,13,11,7,2.768,0.035,B
02/13/2004 13:07,2004,2,13,13,7,2.728,0.035,B
02/13/2004 15:07,2004,2,13,15,7,2.823,0.041,B
02/13/2004 17:07,2004,2,13,17,7,2.791,0.040,B
02/13/2004 19:07,2004,2,13,19,7,2.821,0.042,B
02/13/2004 21:07,2004,2,13,21,7,2.747,0.040,B
02/13/2004 23:07,2004,2,13,23,7,2.808,0.039,B
02/14/2004 01:07,2004,2,14,1,7,2.779,0.038,B
02/14/2004 03:07,2004,2,14,3,7,2.789,0.038,B
02/14/2004 05:07,2004,2,14,5,7,2.790,0.039,B
02/14/2004 07:07,2004,2,14,7,7,2.785,0.040,B
02/14/2004 09:07,2004,2,14,9,7,2.841,0.041,B
02/14/2004 11:07,2004,2,14,11,7,2.791,0.038,B
02/14/2004 13:07,2004,2,14,13,7,2.828,0.036,B
02/14/2004 15:07,2004,2,14,15,7,2.815,0.037,B
02/14/2004 17:07,2004,2,14,17,7,2.878,0.038,P
02/14/2004 19:07,2004,2,14,19,7,2.909,0.039,P
02/14/2004 21:08,2004,2,14,21,8,2.860,0.040,P
02/14/2004 23:08,2004,2,14,23,8,2.832,0.040,B
02/15/2004 01:08,2004,2,15,1,8,2.821,0.041,B
02/15/2004 03:08,2004,2,15,3,8,2.848,0.043,B
02/15/2004 05:08,2004,2,15,5,8,NaN,NaN,-
02/15/2004 07:32,2004,2,15,7,32,NaN,NaN,-
02/15/2004 09:32,2004,2,15,9,32,NaN,NaN,-
02/15/2004 11:32,2004,2,15,11,32,NaN,NaN,-
02/15/2004 13:32,2004,2,15,13,32,NaN,NaN,-
02/15/2004 15:32,2004,2,15,15,32,NaN,NaN,-
02/15/2004 17:32,2004,2,15,17,32,NaN,NaN,-
02/15/2004 19:32,2004,2,15,19,32,NaN,NaN,-
02/16/2004 05:32,2004,2,16,5,32,NaN,NaN,-
02/16/2004 07:32,2004,2,16,7,32,NaN,NaN,-
02/16/2004 09:32,2004,2,16,9,32,NaN,NaN,-
02/16/2004 11:32,2004,2,16,11,32,NaN,NaN,-
02/16/2004 13:32,2004,2,16,13,32,NaN,NaN,-
02/16/2004 15:32,2004,2,16,15,32,NaN,NaN,-
02/16/2004 17:32,2004,2,16,17,32,NaN,NaN,-
02/16/2004 19:32,2004,2,16,19,32,NaN,NaN,-
02/16/2004 21:32,2004,2,16,21,32,NaN,NaN,-
02/16/2004 23:32,2004,2,16,23,32,NaN,NaN,-
02/17/2004 01:32,2004,2,17,1,32,NaN,NaN,-
02/17/2004 03:32,2004,2,17,3,32,NaN,NaN,-
02/17/2004 06:32,2004,2,17,6,32,2.741,0.035,B
02/17/2004 08:32,2004,2,17,8,32,2.730,0.034,B
02/17/2004 10:32,2004,2,17,10,32,2.751,0.032,B
02/17/2004 12:32,2004,2,17,12,32,2.746,0.033,B
02/17/2004 14:32,2004,2,17,14,32,2.768,0.033,B
02/17/2004 16:32,2004,2,17,16,32,2.773,0.037,B
02/17/2004 18:32,2004,2,17,18,32,2.690,0.041,B
02/17/2004 20:32,2004,2,17,20,32,2.733,0.042,B
02/17/2004 22:32,2004,2,17,22,32,2.729,0.042,B
02/18/2004 08:32,2004,2,18,8,32,2.771,0.039,B
02/18/2004 10:32,2004,2,18,10,32,2.768,0.038,B
02/18/2004 12:32,2004,2,18,12,32,2.702,0.036,B
02/18/2004 14:32,2004,2,18,14,32,2.766,0.035,B
02/18/2004 16:32,2004,2,18,16,32,2.733,0.037,B
02/18/2004 18:32,2004,2,18,18,32,2.715,0.040,B
02/18/2004 20:32,2004,2,18,20,32,2.760,0.040,B
02/18/2004 22:32,2004,2,18,22,32,2.736,0.040,B
02/19/2004 00:32,2004,2,19,0,32,2.721,0.040,B
02/19/2004 02:32,2004,2,19,2,32,2.725,0.041,B
02/19/2004 04:32,2004,2,19,4,32,2.706,0.040,B
02/19/2004 06:32,2004,2,19,6,32,2.709,0.040,B
02/19/2004 08:32,2004,2,19,8,32,2.725,0.040,B
02/19/2004 10:32,2004,2,19,10,32,2.724,0.040,B
02/19/2004 12:32,2004,2,19,12,32,2.735,0.040,B
02/19/2004 14:32,2004,2,19,14,32,2.702,0.039,B
02/19/2004 16:32,2004,2,19,16,32,2.706,0.036,B
02/19/2004 18:32,2004,2,19,18,32,2.713,0.033,B
02/19/2004 20:32,2004,2,19,20,32,2.761,0.031,B
02/19/2004 22:32,2004,2,19,22,32,2.829,0.030,B
02/20/2004 00:32,2004,2,20,0,32,2.878,0.030,P
02/20/2004 02:33,2004,2,20,2,33,2.828,0.030,P
02/20/2004 04:33,2004,2,20,4,33,2.828,0.031,P
02/20/2004 06:33,2004,2,20,6,33,2.826,0.031,P
02/20/2004 08:33,2004,2,20,8,33,2.801,0.033,B
02/20/2004 10:33,2004,2,20,10,33,2.796,0.033,B
02/20/2004 12:33,2004,2,20,12,33,2.771,0.038,B
02/20/2004 14:33,2004,2,20,14,33,2.753,0.040,B
02/20/2004 16:33,2004,2,20,16,33,2.763,0.038,B
02/20/2004 18:33,2004,2,20,18,33,NaN,NaN,-
02/20/2004 20:33,2004,2,20,20,33,2.776,0.036,B
02/20/2004 22:33,2004,2,20,22,33,2.789,0.037,B
02/21/2004 00:33,2004,2,21,0,33,2.749,0.037,B
02/21/2004 02:33,2004,2,21,2,33,2.668,0.036,B
02/21/2004 04:33,2004,2,21,4,33,2.717,0.037,B
02/21/2004 06:33,2004,2,21,6,33,2.714,0.038,B
02/21/2004 08:33,2004,2,21,8,33,2.790,0.040,B
02/21/2004 10:33,2004,2,21,10,33,2.756,0.041,B
02/21/2004 12:33,2004,2,21,12,33,2.720,0.042,B
02/21/2004 14:33,2004,2,21,14,33,2.761,0.043,B
02/21/2004 16:33,2004,2,21,16,33,2.796,0.045,B
02/21/2004 18:33,2004,2,21,18,33,2.737,0.046,B
02/21/2004 20:33,2004,2,21,20,33,2.779,0.048,B
02/21/2004 22:33,2004,2,21,22,33,2.688,0.049,B
02/22/2004 00:33,2004,2,22,0,33,NaN,NaN,-
02/22/2004 02:33,2004,2,22,2,33,NaN,NaN,-
02/22/2004 04:33,2004,2,22,4,33,NaN,NaN,-
02/22/2004 06:57,2004,2,22,6,57,NaN,NaN,-
02/22/2004 08:57,2004,2,22,8,57,NaN,NaN,-
02/22/2004 10:57,2004,2,22,10,57,NaN,NaN,-
02/22/2004 12:57,2004,2,22,12,57,NaN,NaN,-
02/22/2004 14:57,2004,2,22,14,57,NaN,NaN,-
02/22/2004 16:57,2004,2,22,16,57,NaN,NaN,-
02/22/2004 18:57,2004,2,22,18,57,NaN,NaN,-
02/22/2004 20:57,2004,2,22,20,57,NaN,NaN,-
02/23/2004 06:57,2004,2,23,6,57,NaN,NaN,-
02/23/2004 08:57,2004,2,23,8,57,NaN,NaN,-
02/23/2004 10:57,2004,2,23,10,57,NaN,NaN,-
02/23/2004 12:57,2004,2,23,12,57,NaN,NaN,-
02/23/2004 14:57,2004,2,23,14,57,NaN,NaN,-
02/23/2004 16:57,2004,2,23,16,57,NaN,NaN,-
02/23/2004 18:57,2004,2,23,18,57,NaN,NaN,-
02/23/2004 20:57,2004,2,23,20,57,NaN,NaN,-
02/23/2004 22:57,2004,2,23,22,57,NaN,NaN,-
02/24/2004 00:57,2004,2,24,0,57,NaN,NaN,-
02/24/2004 02:57,2004,2,24,2,57,NaN,NaN,-
02/24/2004 04:57,2004,2,24,4,57,NaN,NaN,-
02/24/2004 06:57,2004,2,24,6,57,NaN,NaN,-
02/24/2004 08:57,2004,2,24,8,57,NaN,NaN,-
02/24/2004 10:57,2004,2,24,10,57,NaN,NaN,-
02/24/2004 12:57,2004,2,24,12,57,NaN,NaN,-
02/24/2004 14:57,2004,2,24,14,57,NaN,NaN,-
02/24/2004 16:57,2004,2,24,16,57,NaN,NaN,-
02/24/2004 18:57,2004,2,24,18,57,NaN,NaN,-
02/24/2004 20:57,2004,2,24,20,57,NaN,NaN,-
02/25/2004 01:00,2004,2,25,1,0,NaN,NaN,-
02/25/2004 03:08,2004,2,25,3,8,NaN,NaN,-
02/25/2004 05:08,2004,2,25,5,8,2.703,NaN,B
02/25/2004 21:08,2004,2,25,21,8,2.717,NaN,B
02/25/2004 23:08,2004,2,25,23,8,2.749,0.022,B
02/26/2004 15:08,2004,2,26,15,8,2.743,0.035,B
02/26/2004 17:09,2004,2,26,17,9,2.722,0.036,B
02/26/2004 19:09,2004,2,26,19,9,2.811,0.036,B
02/26/2004 21:09,2004,2,26,21,9,2.769,0.035,B
02/26/2004 23:09,2004,2,26,23,9,2.854,0.036,B
02/27/2004 01:09,2004,2,27,1,9,2.783,0.033,B
02/27/2004 03:09,2004,2,27,3,9,2.795,0.033,B
02/27/2004 05:09,2004,2,27,5,9,2.843,0.034,B
02/27/2004 07:09,2004,2,27,7,9,2.753,0.035,B
02/27/2004 09:09,2004,2,27,9,9,2.755,0.034,B
02/27/2004 11:09,2004,2,27,11,9,2.772,0.034,B
02/27/2004 13:09,2004,2,27,13,9,2.752,0.034,B
02/27/2004 15:09,2004,2,27,15,9,2.754,0.035,B
02/27/2004 17:09,2004,2,27,17,9,2.752,0.036,B
02/27/2004 19:09,2004,2,27,19,9,2.777,0.037,B
02/27/2004 21:09,2004,2,27,21,9,2.741,0.037,B
02/27/2004 23:09,2004,2,27,23,9,2.775,0.037,B
02/28/2004 01:09,2004,2,28,1,9,2.735,0.039,B
02/28/2004 03:09,2004,2,28,3,9,2.749,0.040,B
02/28/2004 05:09,2004,2,28,5,9,2.747,0.040,B
02/28/2004 07:09,2004,2,28,7,9,2.791,0.040,B
02/28/2004 09:09,2004,2,28,9,9,2.753,0.039,B
02/28/2004 11:09,2004,2,28,11,9,2.746,0.038,B
02/28/2004 13:09,2004,2,28,13,9,2.754,0.038,B
02/28/2004 15:09,2004,2,28,15,9,2.771,0.036,B
02/28/2004 17:09,2004,2,28,17,9,2.746,0.035,B
02/28/2004 19:09,2004,2,28,19,9,2.737,0.035,B
02/28/2004 21:09,2004,2,28,21,9,2.782,0.036,B
02/28/2004 23:09,2004,2,28,23,9,2.766,0.036,B
02/29/2004 01:09,2004,2,29,1,9,2.715,0.034,B
02/29/2004 03:09,2004,2,29,3,9,2.727,0.035,B
02/29/2004 05:09,2004,2,29,5,9,2.725,0.035,B
02/29/2004 07:09,2004,2,29,7,9,2.763,0.033,B
02/29/2004 09:09,2004,2,29,9,9,2.771,0.034,B
02/29/2004 11:09,2004,2,29,11,9,2.733,0.034,B
02/29/2004 13:09,2004,2,29,13,9,2.761,0.034,B
02/29/2004 15:09,2004,2,29,15,9,2.741,0.032,B
02/29/2004 17:09,2004,2,29,17,9,2.706,0.033,B
02/29/2004 19:09,2004,2,29,19,9,2.680,0.031,B
02/29/2004 21:09,2004,2,29,21,9,2.745,0.031,B
03/01/2004 07:09,2004,3,1,7,9,2.663,0.024,B
03/01/2004 09:09,2004,3,1,9,9,2.730,0.025,B
03/01/2004 11:09,2004,3,1,11,9,2.744,0.026,B
